trnOpDate,staCode,gateInComingCnt,gateOutGoingCnt
20200129,7354,1615,1662
20200129,7367,1603,1746
20200129,7378,1547,1382
20200130,933,2550,2705
20200130,943,2553,2571
20200130,7304,1544,1687
20200131,902,2633,2761
20200131,982,2644,2850
20200131,7341,1552,1571
20200131,7356,1600,1636
20200131,7384,1579,1731
20200131,7386,1573,1549
20200131,7394,1533,1629
20200201,921,1888,1994
20200201,981,1924,2105
20200201,997,1868,1873
20200201,998,1943,1955
20200201,7350,1267,1195
20200202,962,1942,1868
20200202,983,1904,2143
20200202,994,1871,1799
20200202,7325,1203,1141
20200202,7346,1196,1313
20200203,965,2525,2793
20200203,7346,1566,1588
20200203,7352,1547,1391
20200204,921,2490,2598
20200204,925,2509,2907
20200204,972,2569,2884
20200204,998,2618,2512
20200204,7351,1589,1452
20200205,923,2532,2903
20200205,944,2530,2758
20200205,7329,1601,1631
20200206,902,2595,2726
20200206,957,2661,2776
20200206,7394,1625,1797
20200207,918,2511,2546
20200207,958,2574,2719
20200207,975,2486,2459
20200207,7308,1642,1729
20200207,7343,1583,1809
20200207,7346,1569,1704
20200207,7348,1589,1300
20200207,7360,1603,1878
20200208,914,1931,1757
20200208,921,1857,1666
20200208,968,1855,2070
20200208,990,1960,1928
20200208,7300,1182,1206
20200208,7319,1215,1301
20200208,7319,1214,1313
20200208,7323,1183,1245
20200208,7340,1187,1198
20200208,7396,1170,962
20200209,948,1911,1843
20200209,7370,1203,1245
20200209,7399,1213,1200
20200210,904,2495,3066
20200210,921,2514,2912
20200210,926,2505,2881
20200210,980,2454,2357
20200210,988,2576,2477
20200210,7302,1586,1647
20200210,7387,1541,1635
20200210,7390,1646,1558
20200210,7399,1630,1508
20200211,915,2519,2123
20200211,922,2608,2635
20200211,944,2598,2639
20200211,966,2633,2747
20200211,978,2538,2468
20200211,7319,1563,1862
20200211,7343,1544,1452
20200211,7372,1565,1463
20200212,913,2610,2777
20200212,7315,1598,1769
20200212,7346,1641,1555
20200212,7357,1569,1351
20200213,911,2578,2601
20200213,944,2460,2609
20200213,951,2512,2256
20200213,7360,1633,1731
20200214,7331,1597,1666
20200215,923,1906,1774
20200215,928,1903,2168
20200215,940,1891,2172
20200215,957,1908,1989
20200215,964,1852,2013
20200215,967,1927,1907
20200215,7387,1195,1217
20200215,7391,1188,1013
20200216,928,1957,1913
20200216,7352,1185,1268
20200216,7359,1252,1334
20200216,7366,1223,1330
20200216,7379,1177,1175
20200217,914,2539,2742
20200217,955,2593,2335
20200217,979,2625,2635
20200217,7316,1625,1507
20200217,7382,1571,1658
20200217,7398,1572,1677
20200218,936,2561,2946
20200218,7339,1631,1635
20200219,960,2536,2228
20200219,7335,1504,1420
20200220,934,2573,2466
20200220,936,2519,2750
20200220,985,2581,2348
20200220,988,2517,2789
20200220,7382,1614,1635
20200220,7384,1640,1715
20200220,7397,1628,1575
20200221,913,2544,2630
20200221,7340,1567,1682
20200221,7369,1553,1593
20200221,7376,1538,1553
20200221,7391,1638,1647
20200221,7395,1578,1490
20200222,928,2023,2045
20200222,7305,1233,1296
20200222,7340,1130,1245
20200222,7345,1177,1262
20200222,7358,1182,1260
20200222,7360,1167,1114
20200222,7377,1206,1400
20200223,955,1958,1960
20200223,977,1910,2071
20200223,7393,1215,1353
20200224,938,2487,2449
20200224,7312,1599,1621
20200224,7363,1618,1705
20200224,7393,1624,1665
20200226,919,2538,2627
20200226,965,2604,2294
20200226,985,2563,2626
20200226,7325,1585,1670
20200226,7334,1548,1711
20200226,7365,1567,1565
20200227,986,2546,2289
20200227,994,2581,2673
20200227,7372,1641,1763
20200227,7381,1580,1467
20200228,7307,1578,1698
20200228,7386,1502,1789
20200228,7390,1600,1545
20200229,986,1871,1891
20200229,7383,1240,1286
20200301,943,1902,2083
20200301,958,1930,1933
20200301,969,1877,1962
20200301,970,1823,2068
20200301,986,1943,2222
20200302,906,2611,2537
20200302,986,2559,2910
20200302,7325,1616,1635
20200302,7395,1563,1227
20200303,963,2495,2534
20200303,991,2558,2884
20200303,7325,1608,1680
20200303,7347,1594,1610
20200304,929,2549,2625
20200304,979,2537,2512
20200304,7300,1563,1757
20200305,921,2568,2786
20200305,935,2510,2438
20200305,935,2568,2677
20200305,985,2579,2564
20200305,997,2486,2310
20200305,7333,1558,1610
20200305,7357,1549,1574
20200306,935,2573,2740
20200306,980,2560,2600
20200306,7356,1599,1457
20200306,7359,1628,1561
20200307,905,1914,1820
20200307,931,1866,2035
20200307,7317,1182,1161
20200307,7345,1198,1226
20200307,7392,1225,1261
20200308,7381,1153,1262
20200309,959,2546,2552
20200309,7365,1574,1678
20200309,7390,1589,1794
20200310,931,2506,2601
20200310,948,2544,2575
20200310,982,2563,2484
20200310,7320,1589,1800
20200311,935,2588,2522
20200311,7334,1588,1687
20200311,7345,1570,1779
20200311,7346,1544,1513
20200311,7380,1617,1524
20200311,7391,1550,1706
20200312,7327,1531,1577
20200313,912,2564,2440
20200313,971,2530,2823
20200313,7356,1547,1533
20200313,7360,1575,1784
20200313,7390,1607,1699
20200314,941,1917,2030
20200314,981,1900,1672
20200314,7355,1202,1106
20200314,7394,1236,1213
20200315,7307,1225,1252
20200315,7370,1131,1223
20200316,943,2492,2490
20200316,963,2553,2651
20200317,947,2489,2420
20200317,7325,1595,1839
20200318,911,2523,2690
20200318,966,2558,2913
20200318,986,2533,2810
20200318,7369,1628,1698
20200318,7384,1623,1970
20200319,983,2548,2588
20200319,7320,1617,1538
20200320,924,2502,2546
20200320,940,2533,2695
20200320,946,2470,2599
20200320,7338,1585,1690
20200321,941,1905,1914
20200321,984,1929,1979
20200321,7363,1165,1333
20200321,7368,1197,1093
20200322,902,1967,2048
20200322,7305,1205,1238
20200322,7309,1203,1285
20200322,7357,1193,1288
20200322,7365,1183,1135
20200322,7386,1185,1283
20200323,915,2417,2765
20200323,7323,1536,1780
20200323,7326,1685,1787
20200324,7367,1566,1708
20200325,947,2558,2508
20200325,7302,1624,1691
20200325,7372,1622,1657
20200326,7352,1548,1795
20200326,7367,1660,1611
20200326,7369,1627,1915
20200326,7381,1637,1455
20200327,966,2560,2360
20200327,999,2540,2881
20200327,7312,1559,1459
20200327,7342,1572,1828
20200327,7348,1604,1494
20200328,953,1884,1962
20200328,994,1826,1549
20200328,7308,1201,1187
20200328,7352,1163,1174
20200328,7396,1231,1205
20200329,7364,1211,1353
20200329,7373,1245,1324
20200329,7392,1150,1052
20200329,7395,1125,1000
20200330,7329,1636,1598
20200330,7382,1551,1559
20200331,901,2633,2771
20200331,953,2511,2570
20200331,987,2518,2668
20200331,7319,1566,1616
20200331,7321,1501,1541
20200401,918,2575,2892
20200401,921,2585,2127
20200401,923,2511,2534
20200401,7385,1556,1465
20200402,982,2497,2817
20200402,7340,1595,1652
20200403,7319,1567,1679
20200403,7359,1511,1495
20200403,7362,1572,1415
20200404,901,1901,2007
20200404,7314,1178,1295
20200405,910,1927,1983
20200405,959,1884,1916
20200405,7367,1260,1229
20200405,7374,1210,1122
20200405,7376,1199,1178
20200406,970,2475,2285
20200406,7322,1694,1550
20200406,7344,1623,1532
20200406,7357,1631,1877
20200407,921,2549,2228
20200407,927,2565,2673
20200407,962,2522,2677
20200407,991,2534,2391
20200407,7331,1553,1542
20200408,920,2540,2591
20200408,938,2565,2764
20200408,997,2594,2177
20200408,7314,1499,1488
20200408,7320,1595,1630
20200409,987,2641,2754
20200409,7325,1550,1420
20200409,7361,1549,1598
20200410,901,2583,2623
20200410,927,2477,2747
20200410,7361,1629,1571
20200410,7366,1601,1560
20200410,7374,1551,1542
20200410,7377,1566,1633
20200411,965,2006,2060
20200411,972,1861,1868
20200411,7336,1142,1180
20200411,7366,1200,1267
20200411,7397,1250,1243
20200412,908,1932,1747
20200412,969,1863,2165
20200412,972,1900,2239
20200412,7303,1187,1094
20200412,7312,1209,1235
20200412,7357,1237,1301
20200412,7377,1198,1254
20200412,7383,1196,1389
20200413,921,2558,2216
20200413,944,2509,2647
20200413,946,2623,2727
20200413,955,2567,2571
20200413,968,2454,2901
20200413,981,2543,2690
20200413,7309,1613,1658
20200414,923,2517,2807
20200414,950,2528,2882
20200414,978,2542,2838
20200415,912,2559,2118
20200415,914,2500,2626
20200415,964,2660,2710
20200415,7317,1549,1705
20200416,945,2551,2619
20200416,7310,1580,1665
20200416,7323,1545,1638
20200416,7376,1555,1819
20200416,7398,1602,1892
20200417,958,2607,2799
20200417,968,2610,2960
20200417,978,2545,2471
20200417,998,2550,2569
20200417,7302,1567,1496
20200418,904,1908,1924
20200418,942,1931,2028
20200418,974,1910,2058
20200418,988,1990,2314
20200418,7317,1175,1303
20200418,7351,1202,1149
20200418,7389,1216,1298
20200419,902,1926,1907
20200419,948,1886,1791
20200419,980,1879,1928
20200419,7301,1264,1336
20200419,7312,1217,1358
20200420,915,2561,2899
20200420,7311,1550,1512
20200420,7328,1577,1503
20200420,7356,1580,1741
20200421,995,2535,2812
20200421,7301,1515,1483
20200421,7351,1647,1710
20200421,7376,1585,1786
20200422,908,2480,2874
20200422,924,2540,2608
20200422,938,2546,2374
20200422,990,2562,2418
20200422,7315,1640,1662
20200422,7395,1553,1584
20200423,949,2600,2346
20200423,961,2555,2632
20200423,965,2600,2560
20200423,7344,1579,1352
20200423,7345,1565,1889
20200423,7373,1572,1541
20200424,923,2521,2264
20200424,934,2586,2589
20200424,937,2625,2776
20200424,990,2480,2512
20200424,7391,1621,1787
20200425,900,1957,1995
20200425,969,1923,1782
20200425,7310,1205,1252
20200425,7325,1223,1183
20200425,7367,1241,1234
20200426,7351,1188,1228
20200427,901,2555,2528
20200427,7316,1624,1553
20200428,932,2505,2389
20200428,959,2528,2946
20200428,982,2519,2865
20200429,935,2516,2657
20200429,964,2480,2977
20200429,978,2617,2391
20200429,7325,1618,1588
20200429,7333,1631,1497
20200430,916,2570,2497
20200430,976,2513,2521
20200430,986,2498,2662
20200430,7336,1555,1310
20200430,7387,1534,1509
20200501,950,2526,2496
20200501,7358,1551,1466
20200501,7365,1570,1652
20200502,920,1916,2056
20200502,943,1870,2207
20200502,7300,1217,1159
20200502,7319,1220,961
20200502,7328,1202,1263
20200502,7345,1135,1152
20200502,7347,1266,1118
20200503,937,1900,1990
20200503,993,1891,1887
20200503,7324,1194,1322
20200503,7328,1187,1103
20200504,923,2575,2593
20200505,920,2520,2567
20200505,7399,1616,1841
20200506,939,2536,2665
20200506,967,2567,2809
20200506,992,2468,2333
20200507,936,2541,2530
20200507,7380,1573,1818
20200507,7398,1590,1663
20200508,969,2551,2319
20200508,976,2534,2778
20200508,7350,1604,1706
20200509,965,1820,1861
20200509,7342,1125,1303
20200509,7352,1186,1318
20200510,7371,1170,1289
20200511,927,2585,2444
20200511,7331,1598,1664
20200511,7364,1594,1572
20200512,950,2562,2485
20200512,7339,1593,1687
20200513,920,2586,2667
20200513,942,2565,2980
20200513,7305,1598,1701
20200514,927,2537,2523
20200514,934,2635,2732
20200514,7305,1570,1737
20200515,921,2602,3114
20200515,956,2534,2927
20200515,7351,1655,1647
20200515,7374,1599,1737
20200515,7392,1587,1643
20200516,911,1839,1796
20200516,999,1925,1963
20200516,7318,1212,1113
20200516,7322,1148,1249
20200516,7336,1151,1276
20200517,7306,1159,1058
20200517,7313,1208,1189
20200517,7337,1203,1175
20200517,7352,1163,1175
20200517,7364,1192,1203
20200518,990,2544,2701
20200518,7314,1572,2062
20200518,7351,1538,1365
20200519,923,2545,2782
20200519,958,2483,2497
20200519,974,2626,2442
20200519,975,2572,2482
20200519,7311,1516,1575
20200519,7331,1550,1699
20200519,7384,1588,1781
20200520,906,2576,2310
20200520,7301,1605,1946
20200520,7372,1644,1691
20200520,7385,1598,1567
20200520,7385,1550,1582
20200521,926,2535,2612
20200521,937,2544,2563
20200521,950,2490,2346
20200521,976,2556,2708
20200522,900,2581,2753
20200522,920,2548,2434
20200522,947,2608,2847
20200523,7395,1166,1185
20200523,7398,1221,1356
20200524,7348,1234,1221
20200524,7349,1263,1006
20200524,7359,1205,1175
20200524,7391,1121,1289
20200525,978,2586,2612
20200525,7352,1531,1392
20200526,946,2563,2688
20200526,990,2573,2295
20200526,7309,1607,1592
20200526,7361,1555,1464
20200526,7368,1553,1571
20200526,7375,1616,1639
20200527,907,2497,2433
20200527,939,2542,2284
20200527,955,2452,2318
20200527,970,2612,2606
20200527,974,2499,2733
20200527,7362,1636,1402
20200528,940,2483,2675
20200528,965,2493,2623
20200528,986,2517,2937
20200528,7372,1612,1567
20200529,921,2588,2708
20200529,947,2563,2713
20200529,995,2593,2433
20200529,7310,1555,1512
20200529,7310,1543,1450
20200529,7345,1578,1523
20200529,7395,1582,1762
20200530,925,1979,2057
20200530,7332,1191,1167
20200530,7358,1216,1203
20200530,7366,1216,1219
20200530,7374,1113,1147
20200531,916,1902,1917
20200531,7321,1206,1177
20200531,7344,1220,1162
20200531,7376,1191,1117
20200601,943,2526,2560
20200601,948,2535,2512
20200601,7318,1631,1592
20200601,7365,1641,1415
20200601,7378,1620,1648
20200602,7324,1607,1845
20200603,933,2520,2444
20200603,7338,1576,1475
20200603,7375,1626,1552
20200604,987,2547,2493
20200604,7315,1590,1444
20200604,7334,1632,1963
20200604,7385,1598,1481
20200604,7397,1669,1970
20200605,927,2542,2694
20200605,976,2602,2570
20200605,7308,1630,1788
20200606,939,1959,2120
20200606,7361,1143,1038
20200607,902,1904,2112
20200607,973,1860,1733
20200607,7310,1182,1222
20200607,7316,1138,1110
20200607,7394,1230,1142
20200608,901,2534,2375
20200609,967,2523,2917
20200609,980,2606,2368
20200609,7302,1607,1453
20200609,7318,1613,1731
20200609,7351,1621,1450
20200609,7391,1568,1606
20200610,911,2572,2752
20200610,930,2555,2441
20200610,956,2553,2753
20200610,7312,1615,1723
20200611,901,2578,2390
20200611,946,2550,2532
20200611,947,2516,2900
20200611,978,2602,2849
20200611,989,2593,2433
20200611,7321,1557,1654
20200611,7329,1549,1402
20200612,904,2472,2433
20200612,916,2619,2702
20200612,924,2475,2611
20200612,7320,1515,1585
20200612,7367,1555,1700
20200612,7378,1496,1739
20200613,903,1912,2241
20200613,941,1878,2057
20200613,7344,1177,1280
20200614,927,1974,2102
20200614,7337,1203,1315
20200615,925,2544,2351
20200615,938,2496,2730
20200615,7316,1597,1602
20200615,7382,1614,1600
20200616,966,2540,2384
20200616,983,2508,2440
20200616,7386,1572,1615
20200617,999,2514,2637
20200617,7303,1618,1444
20200617,7344,1577,1665
20200618,916,2445,2698
20200618,7353,1564,1485
20200619,918,2470,2481
20200619,962,2581,2802
20200619,7305,1560,1628
20200619,7343,1641,1572
20200620,949,1963,1952
20200620,7315,1148,1093
20200621,970,1913,2182
20200621,7326,1219,1364
20200621,7393,1171,1057
20200622,921,2495,2583
20200622,959,2529,2569
20200622,7314,1553,1371
20200622,7386,1501,1314
20200623,941,2523,2413
20200623,942,2526,2897
20200623,976,2581,2833
20200623,994,2683,2317
20200623,7305,1555,1843
20200623,7310,1500,1584
20200623,7377,1620,1832
20200624,910,2561,2663
20200624,975,2457,2581
20200625,939,2507,2346
20200625,997,2538,2783
20200625,7358,1568,1826
20200626,901,2547,2477
20200626,956,2567,2662
20200626,964,2538,2604
20200626,7368,1604,1511
20200626,7385,1579,1730
20200627,946,1899,1790
20200627,7323,1194,1350
20200627,7367,1204,1255
20200628,927,1843,1766
20200628,7301,1163,1193
20200628,7342,1167,1184
20200628,7361,1169,1273
20200629,7330,1657,1586
20200629,7335,1570,1375
20200629,7341,1579,1566
20200630,917,2528,2654
20200630,919,2578,2275
20200630,7328,1607,1712
20200701,946,2599,3039
20200701,7368,1633,1480
20200702,926,2509,2699
20200702,7320,1642,1505
20200702,7392,1564,1652
20200702,7393,1665,1664
20200703,951,2615,2518
20200703,955,2477,2037
20200703,7323,1621,1617
20200704,7338,1192,1250
20200704,7378,1181,1043
20200705,916,1940,1817
20200705,983,1878,1927
20200705,999,1911,2104
20200705,7354,1205,1171
20200706,913,2531,2340
20200706,914,2578,2756
20200706,914,2466,2590
20200706,917,2597,2691
20200706,919,2625,2446
20200706,943,2485,2505
20200706,987,2518,2597
20200706,7362,1619,1602
20200707,904,2561,2446
20200707,915,2571,2892
20200707,949,2603,2871
20200707,7358,1537,1716
20200708,912,2537,2641
20200708,926,2537,2656
20200708,984,2467,2565
20200708,7301,1550,1461
20200708,7318,1601,1714
20200708,7374,1590,1785
20200709,902,2554,2759
20200709,939,2451,2335
20200709,971,2570,2642
20200709,7315,1578,1600
20200709,7322,1589,1511
20200710,917,2547,2217
20200710,938,2563,2652
20200711,927,1967,2114
20200711,956,1870,1940
20200711,7318,1163,1162
20200711,7391,1185,1285
20200711,7398,1199,1166
20200712,943,1896,2121
20200712,947,1933,2004
20200712,7343,1180,1098
20200712,7386,1193,1392
20200713,929,2621,2983
20200713,938,2557,2588
20200713,959,2560,2871
20200713,7313,1550,1626
20200713,7387,1574,1783
20200714,968,2425,2715
20200714,982,2566,2407
20200714,7348,1624,1581
20200714,7350,1622,1439
20200714,7357,1593,1672
20200714,7358,1527,1619
20200715,915,2545,2542
20200715,942,2515,2297
20200715,997,2528,2216
20200715,7346,1540,1597
20200715,7357,1581,1654
20200716,7350,1517,1397
20200716,7388,1604,1638
20200717,911,2390,2723
20200717,917,2607,2481
20200717,920,2456,2601
20200717,950,2568,2766
20200717,962,2533,2628
20200717,7326,1627,1709
20200717,7355,1556,1527
20200718,905,1956,2319
20200718,7354,1138,1159
20200718,7379,1179,1159
20200719,938,1923,1854
20200719,947,1919,1615
20200720,7364,1672,1598
20200720,7388,1634,1597
20200720,7395,1600,1588
20200721,956,2523,2608
20200721,997,2545,2552
20200721,7302,1636,1416
20200721,7315,1586,1568
20200722,909,2565,2300
20200722,930,2598,2618
20200722,933,2513,2302
20200722,943,2526,2559
20200722,7398,1621,1675
20200723,989,2490,2756
20200723,7321,1477,1640
20200723,7338,1629,1843
20200723,7342,1506,1584
20200724,900,2554,2824
20200724,935,2539,2240
20200724,7343,1605,1509
20200724,7398,1541,1707
20200725,927,1889,1987
20200725,7348,1228,1123
20200725,7373,1133,1146
20200725,7385,1202,1365
20200726,990,1838,2093
20200726,7305,1236,1357
20200726,7364,1187,1276
20200727,934,2613,2529
20200727,944,2676,2733
20200727,982,2627,2802
20200727,7308,1575,1618
20200727,7313,1494,1476
20200727,7366,1541,1526
20200727,7368,1557,1665
20200727,7377,1555,1613
20200728,914,2506,3149
20200728,7305,1563,1631
20200728,7323,1560,1521
20200729,980,2570,2927
20200729,7303,1600,1680
20200729,7375,1580,1538
20200729,7380,1544,1542
20200730,911,2645,3034
20200730,916,2445,2493
20200730,922,2582,2338
20200730,946,2486,3013
20200731,971,2502,2230
20200731,975,2537,2855
20200731,7306,1650,1539
20200731,7383,1510,1606
20200802,902,1868,2036
20200802,919,1911,2074
20200802,942,1836,1730
20200802,954,1912,1741
20200802,995,1892,1829
20200802,7311,1214,1280
20200802,7366,1180,1448
20200803,921,2531,2521
20200803,969,2516,2196
20200803,7308,1567,1583
20200803,7359,1568,1596
20200804,945,2499,2525
20200804,982,2586,2731
20200804,7354,1549,1708
20200804,7389,1626,1586
20200805,921,2480,2701
20200805,7370,1610,1692
20200805,7385,1591,1670
20200805,7392,1668,1698
20200806,978,2685,2851
20200806,979,2555,2546
20200806,994,2583,2378
20200806,7323,1610,1690
20200806,7354,1572,1878
20200806,7377,1625,1655
20200806,7382,1545,1710
20200807,924,2501,2575
20200807,926,2557,2746
20200807,938,2584,2738
20200807,990,2536,2780
20200807,7321,1629,1761
20200807,7330,1562,1877
20200807,7341,1626,1705
20200808,916,1867,1991
20200808,938,1880,1832
20200808,946,1855,1837
20200808,962,1939,1847
20200808,7339,1168,1295
20200808,7359,1243,1119
20200809,905,1890,2131
20200809,971,1949,2071
20200809,981,1935,1724
20200809,983,1831,1587
20200809,7367,1173,1250
20200810,970,2536,2889
20200810,7301,1613,2022
20200810,7342,1600,1851
20200811,913,2573,2724
20200811,945,2568,2565
20200811,974,2616,2496
20200811,7314,1601,1440
20200811,7316,1651,1664
20200811,7317,1569,1641
20200811,7347,1560,1424
20200811,7351,1540,1902
20200811,7388,1645,1770
20200811,7392,1589,1691
20200812,965,2479,2982
20200812,974,2461,2600
20200812,989,2540,2354
20200812,993,2466,2493
20200812,7355,1587,1570
20200813,936,2561,2755
20200813,940,2507,2622
20200813,943,2572,2652
20200813,968,2578,2383
20200813,7344,1545,1810
20200814,905,2596,2690
20200814,924,2581,2414
20200814,962,2488,2559
20200814,991,2586,2662
20200814,998,2406,2167
20200814,7331,1635,1917
20200816,936,2021,1866
20200816,7331,1216,1252
20200816,7363,1236,1113
20200817,7308,1569,1611
20200817,7387,1501,1367
20200818,940,2539,3005
20200818,7335,1657,1430
20200818,7381,1575,1773
20200819,979,2484,2599
20200819,7300,1567,1676
20200819,7313,1557,1624
20200819,7371,1652,1671
20200820,978,2450,2386
20200820,993,2488,2660
20200820,7385,1546,1619
20200821,942,2546,2278
20200821,972,2541,2621
20200821,972,2473,2820
20200821,7390,1631,1708
20200822,927,1923,2247
20200822,952,1888,1848
20200822,956,1875,2364
20200822,974,1942,2023
20200822,979,1909,1969
20200822,7387,1182,1117
20200822,7397,1244,1043
20200823,906,1977,1956
20200823,930,1858,2020
20200823,960,1949,2368
20200823,978,1880,1940
20200823,7304,1197,1331
20200823,7322,1162,1096
20200823,7379,1162,1085
20200824,906,2583,2761
20200825,957,2491,2380
20200825,971,2511,2717
20200825,7303,1622,1760
20200825,7334,1597,1639
20200825,7358,1635,1520
20200826,946,2480,2162
20200826,959,2674,2245
20200826,7336,1634,1809
20200826,7373,1579,1577
20200826,7395,1537,1340
20200827,903,2538,2584
20200827,914,2528,2799
20200827,916,2529,2065
20200827,7335,1606,1447
20200828,904,2650,2874
20200828,937,2600,2734
20200828,967,2441,2461
20200828,980,2554,2549
20200828,7300,1568,1594
20200828,7332,1593,1661
20200828,7399,1534,1562
20200829,906,1970,1813
20200829,908,1900,1931
20200829,947,1982,1908
20200829,7367,1134,1130
20200829,7373,1275,1290
20200830,996,1908,1737
20200830,7333,1215,1201
20200830,7389,1201,1447
20200830,7394,1122,1048
20200831,900,2531,2113
20200831,948,2483,2708
20200901,907,2577,2642
20200901,923,2602,2492
20200901,943,2522,2504
20200901,976,2531,2420
20200901,7313,1643,1884
20200901,7377,1609,1385
20200902,913,2507,2902
20200902,972,2627,2673
20200902,7378,1570,1737
20200902,7387,1624,1512
20200902,7399,1602,1572
20200903,994,2520,2511
20200903,7326,1597,1703
20200903,7387,1549,1708
20200904,959,2501,2554
20200904,7323,1585,1405
20200904,7335,1642,1695
20200904,7372,1574,1520
20200905,900,1852,2022
20200905,948,1875,2126
20200905,7306,1198,1255
20200905,7338,1232,1230
20200905,7385,1164,1126
20200905,7386,1170,1288
20200906,917,1914,1986
20200906,946,1939,1992
20200906,947,1993,2081
20200906,7334,1215,1104
20200906,7348,1197,1333
20200906,7396,1207,1351
20200907,909,2560,2873
20200907,7391,1547,1503
20200908,952,2476,2327
20200908,983,2541,2840
20200908,7303,1641,1727
20200908,7327,1586,1385
20200908,7363,1595,1618
20200908,7375,1598,1665
20200909,974,2558,2713
20200909,7317,1606,1598
20200909,7339,1586,1768
20200910,936,2450,2493
20200911,962,2526,2518
20200911,962,2586,2571
20200911,983,2588,2459
20200911,7342,1589,1546
20200911,7396,1621,1707
20200912,933,1886,1809
20200912,942,1933,1910
20200912,987,1922,1782
20200912,7322,1129,1257
20200913,985,1875,1789
20200913,7386,1236,1498
20200914,922,2525,2379
20200914,967,2544,2429
20200914,7318,1647,1681
20200914,7331,1577,1738
20200914,7355,1611,1634
20200914,7385,1601,1646
20200915,949,2547,2522
20200915,985,2573,2557
20200915,992,2572,2595
20200915,7339,1580,1569
20200916,910,2585,3074
20200916,960,2569,2949
20200916,995,2623,2748
20200916,7396,1572,1931
20200917,979,2564,2634
20200918,971,2523,2223
20200918,7337,1547,1385
20200918,7370,1514,1646
20200918,7378,1598,1658
20200918,7399,1598,1864
20200919,907,1890,1856
20200919,947,1860,1943
20200919,948,1877,2038
20200919,950,1937,1835
20200919,7319,1211,1313
20200920,911,1909,2168
20200920,918,1942,2175
20200920,7329,1149,1244
20200920,7370,1250,1299
20200920,7382,1198,1261
20200921,7304,1606,1602
20200921,7324,1578,1873
20200922,909,2605,2908
20200922,7332,1602,1758
20200923,981,2550,2562
20200923,7378,1558,1684
20200924,914,2495,2913
20200924,934,2473,2560
20200924,963,2550,2861
20200924,7369,1506,1504
20200924,7379,1611,1649
20200925,962,2587,2790
20200925,7365,1609,1301
20200926,7324,1221,1299
20200926,7362,1136,1130
