trnOpDate,staCode,gateInComingCnt,gateOutGoingCnt
20210210,954,2612,2879
20210211,915,2633,2891
20210211,924,2732,3027
20210211,7334,1670,1643
20210211,7335,1699,1930
20210212,902,2646,2785
20210212,943,2688,2576
20210213,924,2020,2017
20210213,975,2010,2201
20210213,994,2047,2011
20210213,996,1915,1888
20210213,7384,1259,1407
20210214,955,2051,2139
20210214,989,1954,1835
20210215,906,2726,2880
20210215,923,2719,2612
20210215,925,2687,2761
20210215,945,2731,2696
20210215,978,2695,2353
20210216,912,2709,2530
20210216,925,2642,2806
20210216,953,2728,3020
20210216,966,2718,3119
20210216,7311,1672,1851
20210216,7331,1689,1795
20210216,7359,1725,1937
20210216,7392,1621,1753
20210217,909,2701,2984
20210217,926,2709,2829
20210217,928,2596,2549
20210217,933,2659,2870
20210217,969,2680,2835
20210217,995,2589,3248
20210217,7328,1684,1703
20210217,7364,1692,1525
20210217,7393,1738,1546
20210218,925,2663,2472
20210218,7335,1680,1800
20210218,7391,1729,1770
20210219,911,2689,2946
20210219,932,2696,2674
20210219,934,2691,2454
20210219,983,2682,2905
20210219,987,2751,2911
20210219,7396,1699,1777
20210220,986,2063,1995
20210220,7310,1238,1401
20210220,7392,1278,1499
20210221,997,2095,1937
20210221,7330,1254,1513
20210221,7353,1259,1438
20210221,7395,1287,1432
20210222,958,2678,2772
20210222,7332,1621,1462
20210222,7355,1737,1820
20210222,7378,1755,1861
20210223,928,2628,2653
20210223,936,2724,2631
20210223,7346,1705,1589
20210223,7369,1716,1608
20210224,908,2684,2261
20210224,942,2741,3226
20210224,7312,1769,1860
20210224,7364,1618,1607
20210224,7391,1704,1886
20210225,962,2690,2934
20210225,7352,1676,1626
20210225,7390,1694,1684
20210226,901,2644,3082
20210226,904,2674,3107
20210226,923,2707,2924
20210226,940,2626,2443
20210226,965,2720,2779
20210226,992,2705,2746
20210226,7320,1705,1681
20210227,983,1950,1956
20210227,7379,1277,1134
20210227,7383,1245,1435
20210228,942,1972,2032
20210301,927,2635,2620
20210301,7307,1684,1822
20210301,7337,1672,1552
20210302,939,2724,2619
20210302,7346,1714,1971
20210303,903,2633,2686
20210303,933,2677,2973
20210303,948,2677,2728
20210303,965,2640,2538
20210303,997,2692,2737
20210303,7304,1588,1694
20210303,7348,1748,1727
20210303,7372,1654,1888
20210304,7304,1665,1724
20210304,7308,1693,1868
20210304,7373,1726,1774
20210305,958,2776,2719
20210305,999,2650,3001
20210305,7348,1714,1754
20210305,7349,1654,1905
20210305,7371,1728,1969
20210306,901,2115,2271
20210306,908,2037,2100
20210306,931,2032,1901
20210306,932,1995,2042
20210306,997,2078,1847
20210307,974,1977,1895
20210307,7332,1248,1482
20210307,7375,1218,1237
20210308,959,2671,2937
20210308,983,2801,2927
20210308,7317,1675,1579
20210308,7342,1742,2015
20210308,7356,1678,1707
20210308,7379,1679,1872
20210309,941,2644,2581
20210309,961,2611,2836
20210310,7300,1691,1884
20210310,7368,1739,1723
20210310,7388,1774,1752
20210311,900,2783,2713
20210311,907,2674,3064
20210311,953,2678,2879
20210311,961,2769,2544
20210311,7351,1632,1635
20210311,7392,1679,1861
20210312,930,2677,2619
20210312,941,2670,2737
20210312,986,2741,2621
20210312,7394,1654,1645
20210313,934,2100,1993
20210313,941,1977,2077
20210313,996,2020,2239
20210313,7379,1317,1298
20210313,7382,1252,1226
20210314,987,2072,2140
20210314,7357,1284,1313
20210315,914,2701,2566
20210315,927,2671,2645
20210315,7355,1744,1919
20210315,7356,1698,1670
20210315,7361,1693,1746
20210316,954,2694,2545
20210316,988,2656,2646
20210316,7318,1760,1744
20210316,7380,1691,1562
20210317,925,2696,2576
20210317,7300,1635,1634
20210317,7309,1711,1365
20210317,7311,1630,1665
20210318,939,2692,2813
20210318,956,2719,3037
20210318,966,2733,2611
20210319,7306,1643,1535
20210319,7322,1618,1541
20210319,7378,1615,1510
20210320,961,1988,2171
20210320,974,2057,2099
20210321,964,1996,2224
20210321,967,1985,2084
20210321,979,2031,2094
20210322,902,2798,2682
20210322,920,2663,2668
20210322,944,2683,2954
20210322,945,2686,2697
20210322,975,2623,2957
20210322,7323,1735,1899
20210322,7326,1683,1566
20210322,7327,1653,1658
20210322,7332,1784,1648
20210322,7358,1685,1797
20210323,976,2787,3413
20210323,7302,1710,1897
20210323,7347,1648,1680
20210324,975,2728,2847
20210324,982,2723,3046
20210324,7351,1678,1552
20210324,7381,1698,2050
20210325,913,2647,2714
20210325,933,2647,3046
20210325,994,2718,2768
20210325,998,2707,2469
20210325,7399,1703,1892
20210326,931,2681,2636
20210326,941,2733,2627
20210326,995,2712,2852
20210326,7350,1611,1799
20210327,941,2008,2114
20210327,945,1947,2201
20210327,7324,1289,1221
20210327,7343,1228,1321
20210327,7347,1248,1207
20210328,991,2038,2126
20210328,7346,1255,1255
20210329,964,2645,3091
20210329,980,2700,2986
20210329,7310,1701,1918
20210329,7395,1746,1935
20210330,913,2745,2668
20210330,7316,1761,1778
20210331,961,2701,2709
20210331,7304,1718,1836
20210331,7347,1675,1578
20210331,7398,1628,1593
20210401,909,2688,2761
20210401,922,2678,2883
20210401,977,2605,2902
20210401,7338,1655,1601
20210401,7392,1767,1851
20210402,926,2683,2981
20210402,960,2735,2931
20210402,967,2614,2689
20210402,7396,1651,1736
20210403,955,2087,2103
20210403,967,2043,2241
20210403,7326,1262,1289
20210404,947,1918,1928
20210404,956,2129,2167
20210404,960,2014,2268
20210404,985,2052,2101
20210404,7304,1257,1339
20210404,7325,1278,1315
20210404,7334,1253,1180
20210405,942,2703,2631
20210405,7397,1636,1565
20210406,900,2770,2861
20210406,902,2649,2875
20210406,937,2738,2847
20210406,968,2793,2995
20210406,7382,1748,1945
20210406,7398,1739,2021
20210407,920,2685,3021
20210407,977,2742,3088
20210408,908,2689,2844
20210408,914,2695,2554
20210408,930,2630,2663
20210408,934,2678,2617
20210408,939,2703,2964
20210408,972,2676,2918
20210408,7311,1650,1808
20210408,7341,1712,1659
20210408,7380,1626,1625
20210408,7393,1670,1842
20210409,911,2712,2818
20210409,7342,1719,1659
20210410,926,1995,2213
20210410,7368,1235,1478
20210410,7388,1280,1478
20210411,7316,1215,1372
20210411,7325,1260,1321
20210411,7327,1196,1228
20210411,7347,1271,1357
20210411,7387,1349,1373
20210412,939,2679,2733
20210412,7349,1733,1768
20210412,7379,1738,2058
20210413,921,2734,3430
20210413,924,2712,3042
20210413,955,2702,2858
20210413,969,2675,2616
20210413,7310,1705,1910
20210413,7318,1628,1847
20210413,7372,1748,1924
20210414,912,2599,2718
20210414,7342,1681,1836
20210414,7386,1707,1709
20210414,7393,1667,1523
20210415,7371,1683,1785
20210416,7364,1717,1759
20210416,7365,1670,1681
20210416,7385,1723,1792
20210417,975,1966,2255
20210417,7304,1330,1382
20210417,7309,1307,1454
20210417,7316,1249,1409
20210418,965,1944,1975
20210418,7318,1316,1225
20210419,905,2761,2809
20210419,925,2686,2916
20210419,931,2728,3062
20210419,933,2589,2667
20210419,965,2698,2559
20210419,973,2784,2741
20210419,999,2653,2653
20210420,966,2652,2809
20210420,7320,1549,1325
20210420,7356,1693,1919
20210421,916,2667,2660
20210421,932,2754,2950
20210421,7398,1621,1641
20210422,908,2777,2854
20210422,969,2703,2939
20210422,977,2775,2887
20210422,7397,1678,1733
20210423,996,2713,2828
20210424,909,1999,2106
20210424,928,2000,1998
20210424,945,1993,2125
20210424,951,2022,1977
20210425,907,1987,1878
20210425,912,2008,2135
20210425,7326,1245,1107
20210425,7342,1259,1440
20210425,7351,1278,1196
20210426,945,2692,2707
20210426,981,2720,2764
20210426,7360,1678,1643
20210427,904,2664,2738
20210427,909,2757,2541
20210427,922,2693,2606
20210427,7315,1710,1768
20210427,7383,1688,1805
20210428,918,2706,2449
20210428,958,2672,2764
20210428,7319,1763,1674
20210428,7357,1700,1735
20210428,7387,1724,1793
20210428,7388,1666,1640
20210429,915,2676,2303
20210430,908,2652,2770
20210430,911,2661,2721
20210430,938,2539,2673
20210430,7376,1609,1835
20210501,942,1978,2100
20210501,951,1978,1986
20210501,7338,1250,1247
20210502,979,2012,2061
20210502,7303,1306,1300
20210502,7329,1278,1260
20210502,7343,1288,1141
20210502,7364,1288,1212
20210503,954,2643,2499
20210504,908,2598,2568
20210504,923,2698,2736
20210504,945,2720,2685
20210504,966,2615,2500
20210504,992,2626,3103
20210504,7362,1641,1830
20210504,7368,1694,1635
20210504,7381,1684,1577
20210504,7384,1658,1655
20210505,915,2708,2953
20210505,917,2709,3159
20210505,953,2685,2853
20210505,7357,1664,1548
20210505,7375,1696,1648
20210505,7391,1663,1789
20210505,7391,1666,1509
20210506,911,2674,2799
20210506,982,2689,2762
20210506,984,2669,2879
20210506,7370,1698,1832
20210506,7397,1686,1698
20210507,935,2645,2972
20210507,966,2691,2630
20210507,986,2610,2667
20210507,7314,1636,1714
20210507,7326,1687,1536
20210507,7388,1652,1897
20210507,7388,1655,1837
20210508,954,1983,1985
20210508,977,2063,2231
20210508,7302,1280,1342
20210508,7328,1249,1295
20210510,928,2753,3073
20210510,979,2675,2471
20210510,7312,1656,1492
20210510,7317,1677,1646
20210510,7357,1637,1653
20210510,7397,1645,1715
20210511,907,2673,2932
20210511,919,2689,2562
20210511,7335,1596,1690
20210513,913,2732,3194
20210513,913,2665,3005
20210513,959,2681,2470
20210513,7332,1691,1655
20210513,7333,1683,1739
20210514,957,2643,2821
20210514,7303,1701,1759
20210514,7389,1683,1662
20210515,954,1919,1923
20210515,997,2006,2235
20210515,7314,1210,1457
20210515,7328,1284,1367
20210516,911,1959,2145
20210516,921,2004,2147
20210516,951,1908,1884
20210516,958,1972,2116
20210516,979,2021,2042
20210516,982,1933,2156
20210516,993,2041,1930
20210516,7367,1245,1206
20210517,905,2746,2791
20210517,917,2682,2885
20210517,917,2702,2887
20210517,945,2660,2807
20210518,926,2713,2498
20210518,965,2667,3176
20210518,977,2612,2598
20210518,7383,1690,1644
20210518,7392,1692,1928
20210519,904,2755,2831
20210520,986,2707,2552
20210520,7344,1692,1823
20210520,7373,1647,1758
20210521,915,2657,2707
20210521,958,2723,2538
20210521,965,2625,2751
20210521,993,2565,2441
20210521,7389,1730,1790
20210521,7390,1739,1692
20210522,7323,1253,1174
20210522,7327,1260,1138
20210523,934,2020,2075
20210523,965,1963,1994
20210523,988,2069,1991
20210523,7358,1269,1156
20210523,7386,1252,1320
20210523,7393,1210,1379
20210524,934,2699,2850
20210524,990,2676,2542
20210524,7330,1650,1697
20210524,7338,1725,1763
20210524,7344,1735,1486
20210524,7360,1666,1858
20210524,7370,1688,1834
20210524,7385,1638,1702
20210524,7389,1641,1818
20210525,7353,1712,1854
20210526,981,2650,2691
20210526,7384,1687,1660
20210527,979,2635,2470
20210527,7301,1649,1757
20210527,7364,1667,1820
20210527,7365,1655,1517
20210528,971,2704,2890
20210528,998,2666,2774
20210528,7326,1679,1627
20210528,7334,1695,1892
20210528,7391,1621,1746
20210529,912,2032,2177
20210529,918,1991,1825
20210529,948,2013,1820
20210529,952,2033,2229
20210529,956,2051,2158
20210529,979,2023,1877
20210529,7370,1269,1164
20210529,7388,1261,1227
20210530,914,2015,2080
20210530,945,2063,1918
20210530,7318,1257,1479
20210531,911,2598,2677
20210531,7338,1687,1747
20210531,7368,1699,1654
20210601,912,2662,2818
20210601,920,2601,2987
20210601,997,2642,2775
20210601,7304,1761,1621
20210602,989,2741,2534
20210602,7358,1707,1873
20210602,7369,1607,1509
20210603,953,2619,2800
20210603,7300,1639,1688
20210603,7327,1679,1791
20210603,7336,1624,1700
20210604,977,2599,2756
20210604,7307,1678,1553
20210604,7335,1655,1946
20210604,7383,1707,1826
20210605,923,2081,1696
20210605,959,1967,2296
20210605,967,2001,1896
20210605,984,2002,1967
20210605,992,2001,2218
20210605,7340,1210,1341
20210605,7344,1251,1290
20210606,934,2020,2115
20210606,959,1971,1784
20210606,7316,1269,1337
20210606,7348,1283,1115
20210606,7368,1311,1363
20210607,982,2760,2660
20210607,7371,1720,1645
20210609,900,2643,3085
20210609,936,2688,2588
20210609,963,2691,2708
20210609,969,2747,2642
20210609,999,2735,3108
20210610,947,2741,2828
20210610,992,2661,2183
20210611,954,2829,3179
20210611,960,2665,2924
20210611,7302,1759,1967
20210611,7323,1640,1604
20210612,906,2009,1973
20210612,927,2028,2112
20210613,949,2021,1755
20210614,946,2670,2528
20210614,7359,1694,1762
20210615,920,2842,2558
20210615,934,2678,2670
20210615,943,2629,2812
20210615,7320,1719,1612
20210616,911,2742,2611
20210616,7304,1690,1726
20210616,7317,1646,1761
20210616,7396,1689,1804
20210617,7314,1646,1623
20210617,7337,1688,1798
20210617,7370,1654,1455
20210617,7395,1691,1672
20210618,917,2743,3135
20210618,978,2613,2641
20210618,993,2781,2891
20210618,7395,1673,1474
20210619,922,2021,2235
20210619,937,2031,2469
20210619,962,2051,2174
20210620,938,2081,2147
20210620,7370,1352,1530
20210621,921,2655,2671
20210621,925,2682,3009
20210621,970,2706,2698
20210621,7376,1647,1503
20210621,7391,1698,1709
20210622,907,2709,2525
20210622,958,2619,2500
20210622,973,2659,2971
20210622,983,2762,2468
20210622,7337,1709,1771
20210622,7357,1704,1765
20210622,7369,1712,1512
20210623,942,2715,2997
20210623,977,2576,2917
20210623,7320,1679,1757
20210623,7366,1705,1750
20210623,7371,1662,1627
20210623,7387,1686,1698
20210624,908,2716,2669
20210624,920,2685,3027
20210624,930,2635,2919
20210624,961,2688,2847
20210624,7313,1763,1908
20210624,7383,1700,1843
20210624,7390,1641,1320
20210625,934,2629,2472
20210625,961,2697,2785
20210625,7315,1614,1634
20210625,7367,1657,1579
20210626,901,2084,2136
20210626,904,1994,2032
20210626,924,2024,2139
20210626,7301,1227,1120
20210626,7356,1230,1214
20210626,7357,1258,1214
20210626,7379,1253,1202
20210627,932,2106,2048
20210627,963,2048,2297
20210627,968,2016,2139
20210628,905,2667,2913
20210628,979,2694,2671
20210628,985,2609,2552
20210628,7391,1618,1703
20210629,944,2742,3098
20210629,7319,1672,1809
20210629,7321,1647,1848
20210629,7325,1699,1659
20210629,7382,1624,1724
20210630,913,2730,2603
20210630,7306,1629,1641
20210630,7310,1607,1613
20210701,962,2756,2853
20210701,7301,1674,1654
20210701,7302,1752,1891
20210701,7309,1705,1801
20210701,7349,1717,2057
20210701,7369,1675,1843
20210701,7396,1668,1751
20210702,912,2653,2733
20210702,7378,1630,1738
20210703,903,2018,2321
20210703,913,2053,2125
20210704,945,1945,1901
20210704,947,2043,1865
20210704,997,1979,1918
20210704,7313,1230,1353
20210704,7393,1280,1328
20210705,921,2655,2668
20210705,954,2576,2412
20210705,7312,1663,1561
20210705,7387,1688,1439
20210706,918,2684,3016
20210706,933,2720,2700
20210706,982,2664,2874
20210706,7318,1656,1658
20210707,912,2699,2638
20210707,915,2720,2780
20210707,919,2693,2758
20210707,7392,1654,1580
20210708,914,2685,2776
20210708,921,2668,2759
20210708,945,2686,2525
20210708,997,2683,3084
20210708,998,2704,2873
20210708,999,2615,3085
20210708,7333,1687,1586
20210708,7390,1645,1541
20210709,912,2636,2509
20210709,7315,1674,1613
20210709,7330,1633,1716
20210709,7334,1717,1639
20210709,7374,1610,1694
20210709,7385,1723,1707
20210710,916,2054,2090
20210710,943,1997,1995
20210710,975,2006,1774
20210710,7317,1268,1305
20210710,7340,1302,1413
20210711,926,1987,2037
20210711,936,1947,2253
20210711,7322,1258,1420
20210711,7368,1202,1427
20210712,942,2656,2694
20210712,949,2648,2699
20210712,951,2700,2978
20210712,990,2607,2755
20210712,7329,1768,1872
20210712,7368,1725,1735
20210712,7371,1644,1668
20210713,951,2689,3004
20210713,974,2689,3125
20210713,7307,1685,1761
20210713,7382,1594,1712
20210713,7396,1698,1714
20210714,911,2626,2766
20210714,991,2635,2853
20210714,7393,1673,1723
20210715,902,2721,2815
20210715,949,2752,2943
20210715,7381,1666,1936
20210716,911,2768,3024
20210716,927,2668,2944
20210717,981,1998,1883
20210717,982,2032,2197
20210717,7323,1215,1273
20210718,940,2058,1946
20210718,7310,1134,1242
20210719,925,2669,2793
20210719,947,2778,3183
20210719,952,2666,3018
20210719,7373,1725,1744
20210720,924,2633,2779
20210720,937,2716,2908
20210720,994,2685,2634
20210720,7308,1706,1704
20210720,7342,1718,1681
20210720,7364,1634,1811
20210720,7371,1720,1555
20210720,7381,1690,1906
20210720,7382,1638,1631
20210721,964,2642,2769
20210721,7302,1657,1676
20210721,7345,1631,1887
20210721,7358,1768,2093
20210721,7384,1687,1828
20210721,7394,1699,1727
20210721,7398,1691,1844
20210722,919,2678,2891
20210722,962,2814,2461
20210722,7314,1597,1624
20210723,941,2715,2692
20210724,941,2044,1829
20210724,944,1963,1909
20210724,957,2088,2085
20210724,7300,1246,1410
20210724,7364,1349,1511
20210725,948,1996,1996
20210725,7316,1219,1334
20210725,7387,1270,1237
20210726,915,2722,2858
20210726,957,2658,3124
20210726,997,2695,3049
20210726,7332,1690,1743
20210726,7394,1678,1648
20210727,7312,1695,1886
20210727,7343,1664,1700
20210728,966,2689,3081
20210728,977,2651,2744
20210728,982,2755,2873
20210728,7315,1776,1744
20210728,7331,1656,1581
20210728,7378,1666,1758
20210728,7394,1702,1359
20210729,923,2656,2939
20210729,976,2781,2607
20210729,7310,1722,1741
20210729,7328,1710,2037
20210729,7348,1683,1679
20210730,960,2708,2830
20210730,973,2622,2560
20210730,996,2634,2322
20210730,7357,1651,1341
20210731,922,1963,2176
20210731,939,1996,1801
20210731,960,1990,2060
20210731,7307,1292,1381
20210731,7356,1288,1449
20210731,7371,1231,1304
20210731,7391,1283,1262
20210801,903,1964,2240
20210801,930,2013,2109
20210801,941,1999,1984
20210801,983,1989,1948
20210801,7314,1219,1348
20210801,7394,1281,1292
20210802,901,2635,2342
20210802,944,2629,2875
20210802,957,2778,2833
20210802,7384,1664,1876
20210802,7397,1692,1820
20210803,952,2794,2671
20210803,984,2687,2801
20210803,7310,1687,1616
20210803,7321,1646,1733
20210803,7379,1549,1507
20210803,7397,1627,1865
20210804,943,2643,2963
20210804,7369,1720,1844
20210805,989,2676,2775
20210805,7301,1674,1578
20210805,7355,1709,1731
20210805,7365,1692,1714
20210806,969,2676,2811
20210806,7331,1634,1675
20210806,7370,1675,1776
20210807,914,1958,1883
20210807,961,2051,2015
20210807,983,2064,2157
20210807,987,2024,2003
20210807,7306,1216,1300
20210807,7357,1287,1465
20210807,7359,1247,1083
20210808,961,2008,2145
20210810,901,2759,3187
20210810,952,2716,2726
20210810,7327,1719,1686
20210810,7363,1686,1658
20210811,953,2623,2648
20210811,966,2718,2574
20210811,988,2611,2707
20210811,7358,1603,1854
20210811,7380,1680,1611
20210812,920,2698,2792
20210812,7320,1618,1675
20210812,7343,1658,1600
20210812,7376,1600,2031
20210812,7384,1697,1754
20210813,907,2733,2900
20210813,929,2648,2982
20210813,993,2659,3310
20210813,7366,1622,1698
20210814,916,2051,2140
20210814,960,2054,2447
20210815,929,1960,2080
20210815,967,2031,2152
20210815,983,1976,2049
20210815,7377,1270,1278
20210815,7389,1263,1259
20210816,910,2675,2490
20210816,915,2665,2757
20210816,965,2686,3071
20210816,979,2693,2960
20210816,7331,1689,1839
20210816,7332,1711,1796
20210817,966,2699,2537
20210817,971,2646,2374
20210817,972,2789,2861
20210817,7363,1696,1647
20210817,7389,1703,1716
20210818,961,2720,2715
20210818,7301,1692,1720
20210818,7340,1648,1815
20210818,7386,1790,1982
20210819,928,2678,2549
20210819,937,2697,3206
20210819,974,2663,2719
20210819,995,2661,2485
20210819,7325,1646,1745
20210819,7332,1737,1596
20210819,7361,1619,1731
20210819,7379,1655,1649
20210819,7387,1627,1493
20210820,953,2624,2658
20210821,984,1997,2070
20210821,7309,1298,1306
20210821,7325,1260,1195
20210822,913,2027,1874
20210822,949,2032,2177
20210822,952,1990,2087
20210822,977,2049,1992
20210822,981,1949,2037
20210823,998,2639,2521
20210823,7333,1654,1604
20210824,965,2683,2621
20210824,970,2660,2666
20210824,972,2706,2649
20210824,7307,1706,1596
20210825,912,2613,2517
20210825,918,2717,2711
20210825,925,2590,2795
20210825,998,2681,2806
20210825,7344,1618,1714
20210826,7327,1637,1513
20210826,7338,1637,1746
20210827,935,2691,2261
20210827,937,2691,2969
20210827,7374,1704,1745
20210827,7392,1677,1688
20210828,924,2058,2363
20210828,7305,1276,1190
20210828,7308,1243,1361
20210828,7313,1316,1371
20210828,7364,1252,1265
20210829,915,2044,2063
20210829,7314,1272,1164
20210830,7342,1658,1671
20210830,7354,1672,1594
20210830,7395,1745,1852
20210831,935,2647,2895
20210831,941,2702,2607
20210831,971,2709,2787
20210831,7398,1728,1579
20210901,917,2632,2793
20210901,953,2736,2359
20210901,959,2695,2653
20210901,973,2667,2631
20210901,7311,1698,1792
20210901,7329,1659,1696
20210901,7339,1713,1768
20210901,7346,1676,1829
20210901,7362,1713,1820
20210902,901,2703,2767
20210902,908,2668,2900
20210902,936,2657,2483
20210902,946,2678,2311
20210902,7381,1754,1668
20210902,7386,1625,1645
20210903,925,2664,2833
20210903,955,2684,2782
20210903,976,2608,2850
20210903,980,2769,2962
20210903,7313,1631,1766
20210904,900,2026,2157
20210904,901,1956,2073
20210904,998,1989,2224
20210904,7364,1257,1207
20210905,950,2009,2203
20210905,988,2048,2328
20210905,7307,1249,1113
20210905,7310,1247,1223
20210906,928,2738,2635
20210906,998,2636,2175
20210906,7353,1602,1498
20210907,983,2659,2648
20210907,996,2709,2859
20210907,7300,1745,1637
20210907,7322,1717,1708
20210908,912,2628,2978
20210908,965,2642,2797
20210908,7311,1603,1657
20210908,7381,1622,1592
20210909,930,2713,2635
20210909,950,2634,2539
20210909,989,2780,2808
20210909,7329,1647,1587
20210909,7341,1719,1794
20210910,926,2688,3045
20210910,999,2721,2641
20210910,7320,1658,1706
20210910,7352,1639,1626
20210910,7352,1700,1734
20210910,7364,1660,1879
20210910,7398,1706,1670
20210911,925,2008,2306
20210911,930,2068,2138
20210911,987,1939,2120
20210911,7319,1269,1274
20210912,959,2021,1932
20210912,7343,1227,1420
20210913,940,2702,2731
20210913,946,2783,2958
20210913,957,2619,2561
20210913,972,2661,2929
20210913,7310,1728,1794
20210913,7378,1680,1691
20210913,7399,1689,1880
20210914,900,2623,2735
20210914,956,2630,2559
20210914,978,2624,2703
20210914,991,2794,2918
20210914,996,2739,3276
20210914,7335,1751,1892
20210915,940,2629,2831
20210915,949,2627,2427
20210915,963,2644,2790
20210915,977,2694,2727
20210915,7326,1682,1626
20210916,909,2720,2869
20210916,984,2743,2775
20210916,7335,1725,1996
20210917,936,2680,2937
20210917,988,2685,2908
20210917,989,2666,2968
20210917,7325,1719,1659
20210917,7339,1712,1824
20210917,7347,1740,1584
20210917,7399,1695,1577
20210919,926,2040,1926
20210919,7308,1287,1288
20210919,7350,1216,1247
20210919,7376,1247,1254
20210919,7382,1270,1396
20210920,903,2676,2816
20210920,986,2730,2753
20210920,7348,1698,1784
20210920,7356,1582,1672
20210921,923,2631,2656
20210921,969,2704,2958
20210921,995,2714,3024
20210921,7314,1745,1399
20210921,7384,1668,1967
20210921,7384,1693,1629
20210921,7389,1713,1823
20210921,7397,1654,1660
20210922,912,2734,2605
20210922,913,2713,2657
20210922,7337,1610,1698
20210922,7355,1674,1844
20210922,7392,1698,1875
20210923,989,2686,2878
20210923,989,2750,2822
20210923,7338,1692,1815
20210923,7354,1713,1797
20210923,7364,1722,1595
