trnOpDate,staCode,gateInComingCnt,gateOutGoingCnt
20190315,7331,1506,1563
20190315,7335,1545,1609
20190316,976,1825,1957
20190316,7353,1067,1071
20190316,7358,1197,1063
20190316,7364,1037,1117
20190316,7392,1138,1103
20190316,7394,1152,1169
20190317,938,1743,1653
20190317,7302,1140,1322
20190317,7356,1167,1118
20190318,915,2414,2723
20190318,919,2402,2574
20190318,928,2508,2792
20190318,7343,1464,1416
20190319,920,2365,2548
20190319,947,2401,2338
20190319,7348,1478,1668
20190320,930,2362,2509
20190320,954,2381,2355
20190320,956,2429,2337
20190320,7305,1458,1295
20190321,915,2395,2646
20190321,981,2398,2623
20190322,904,2373,2326
20190322,912,2367,2312
20190322,956,2400,2533
20190322,7311,1552,1735
20190322,7340,1591,1594
20190322,7341,1526,1502
20190323,932,1757,1773
20190323,7341,1118,1128
20190324,910,1806,1815
20190324,912,1747,1974
20190324,913,1805,1624
20190324,948,1863,1891
20190324,950,1826,2192
20190324,976,1763,1834
20190324,983,1794,1900
20190324,996,1768,1769
20190324,7332,1169,1253
20190324,7357,1124,1221
20190325,905,2391,2216
20190325,920,2374,2574
20190325,943,2452,2754
20190325,945,2399,2385
20190325,7334,1502,1501
20190325,7361,1513,1859
20190326,908,2400,2439
20190326,972,2291,2339
20190326,7300,1535,1691
20190326,7325,1542,1543
20190326,7371,1486,1487
20190327,975,2378,2283
20190327,7342,1493,1695
20190327,7371,1527,1743
20190327,7384,1476,1606
20190327,7393,1528,1647
20190328,952,2367,2880
20190328,954,2400,2376
20190328,958,2406,2525
20190328,960,2396,2552
20190328,7397,1567,1639
20190329,7329,1541,1733
20190329,7360,1508,1644
20190329,7377,1427,1499
20190329,7389,1484,1578
20190331,7350,1163,1275
20190401,7302,1478,1471
20190401,7365,1616,1741
20190401,7370,1483,1392
20190402,904,2315,2200
20190402,939,2438,2677
20190402,972,2348,2206
20190402,7340,1456,1575
20190402,7340,1495,1608
20190402,7361,1481,1382
20190403,921,2399,2965
20190403,936,2432,2281
20190403,984,2425,2686
20190403,7312,1456,1569
20190403,7352,1513,1541
20190403,7377,1459,1670
20190403,7395,1469,1285
20190403,7397,1539,1822
20190404,920,2412,2587
20190404,7300,1507,1482
20190405,942,2443,2463
20190405,988,2457,2153
20190405,999,2378,2494
20190405,7302,1421,1293
20190405,7309,1514,1682
20190405,7333,1571,1626
20190405,7345,1460,1503
20190406,907,1831,1968
20190406,955,1739,2067
20190406,990,1765,1533
20190406,7311,1074,1113
20190406,7313,1147,1032
20190407,998,1788,1928
20190408,927,2403,2154
20190408,936,2420,2522
20190408,938,2327,2217
20190408,7315,1502,1548
20190408,7331,1615,1586
20190408,7377,1488,1619
20190408,7396,1428,1683
20190409,915,2377,2516
20190409,930,2405,2496
20190409,981,2343,2289
20190409,7383,1520,1640
20190410,973,2407,2342
20190410,986,2411,2375
20190410,7311,1504,1761
20190410,7323,1540,1462
20190410,7377,1510,1621
20190411,910,2414,2507
20190411,911,2431,2278
20190411,921,2403,2635
20190411,963,2393,2786
20190411,7317,1566,1679
20190411,7331,1517,1646
20190411,7390,1554,1614
20190412,916,2370,2488
20190412,7320,1536,1713
20190413,7368,1178,1201
20190413,7384,1110,1052
20190414,990,1809,1876
20190414,7348,1162,1351
20190414,7394,1095,1197
20190415,915,2306,2819
20190415,951,2371,2449
20190415,978,2474,2391
20190415,7313,1475,1539
20190415,7395,1453,1367
20190415,7398,1570,1573
20190416,974,2357,2524
20190416,997,2325,2517
20190416,7318,1478,1549
20190416,7336,1484,1422
20190416,7344,1520,1571
20190416,7364,1472,1602
20190416,7381,1436,1623
20190417,906,2317,2465
20190417,968,2424,2551
20190417,7332,1537,1612
20190417,7360,1531,1583
20190417,7395,1456,1550
20190418,903,2418,2411
20190418,958,2398,2369
20190418,7350,1505,1657
20190419,931,2405,2485
20190419,932,2422,2464
20190419,976,2348,2182
20190419,7320,1501,1383
20190419,7348,1505,1508
20190419,7379,1433,1528
20190420,954,1817,1718
20190420,990,1854,1899
20190420,7343,1131,1422
20190420,7388,1127,1157
20190421,905,1733,2030
20190421,968,1823,1886
20190421,7331,1133,1091
20190421,7388,1112,1206
20190422,921,2455,2468
20190422,924,2451,2682
20190422,944,2403,2544
20190422,964,2427,2376
20190422,996,2378,2469
20190422,7300,1486,1567
20190422,7337,1470,1709
20190422,7391,1521,1209
20190423,912,2426,2827
20190423,966,2387,2609
20190423,971,2437,2257
20190423,992,2285,2437
20190424,999,2318,1984
20190424,7362,1507,1648
20190424,7374,1519,1639
20190424,7376,1467,1489
20190425,916,2469,2842
20190425,922,2464,2168
20190425,935,2508,2757
20190425,939,2337,2188
20190425,986,2348,2611
20190425,996,2384,2383
20190425,7301,1560,1597
20190425,7324,1477,1626
20190425,7353,1539,1636
20190425,7379,1538,1720
20190426,7308,1512,1559
20190426,7313,1426,1563
20190426,7317,1495,1515
20190427,951,1856,2109
20190427,7352,1191,1220
20190428,7379,1135,1423
20190429,908,2367,2112
20190429,920,2521,2472
20190430,962,2418,2391
20190430,975,2467,2645
20190430,7315,1531,1646
20190430,7326,1564,1549
20190430,7335,1497,1486
20190430,7382,1448,1541
20190501,908,2373,2503
20190501,931,2451,2240
20190501,948,2411,2480
20190501,958,2367,2738
20190501,976,2393,2627
20190501,7330,1514,1628
20190502,952,2370,2179
20190502,977,2401,2265
20190502,7302,1510,1188
20190503,902,2530,2641
20190503,928,2369,2755
20190503,953,2378,2527
20190503,993,2348,2555
20190503,7377,1491,1520
20190503,7381,1457,1410
20190504,933,1835,1908
20190504,980,1787,1573
20190504,984,1817,2059
20190504,7339,1104,1119
20190504,7347,1120,1083
20190504,7356,1128,1089
20190505,971,1829,2018
20190505,7328,1158,1108
20190505,7362,1114,1162
20190506,987,2511,2349
20190506,7344,1451,1479
20190506,7377,1528,1661
20190507,945,2470,2657
20190507,988,2403,2336
20190507,7321,1480,1696
20190507,7325,1528,1638
20190507,7394,1499,1698
20190508,924,2446,2659
20190508,932,2415,2350
20190508,968,2435,2614
20190508,969,2410,2456
20190508,979,2371,2620
20190508,7353,1480,1339
20190509,942,2439,2358
20190509,981,2478,2482
20190509,7335,1453,1406
20190509,7345,1449,1536
20190510,975,2422,2695
20190510,993,2444,2627
20190510,994,2313,2445
20190510,7313,1494,1480
20190511,913,1845,1822
20190511,984,1735,1926
20190511,7306,1099,1187
20190511,7327,1136,1152
20190511,7371,1108,1203
20190511,7389,1059,952
20190512,950,1733,1925
20190512,982,1839,2087
20190512,7331,1144,1185
20190513,908,2366,2519
20190513,7357,1505,1488
20190514,915,2340,2702
20190514,943,2433,2360
20190514,7389,1459,1389
20190515,902,2427,2508
20190515,910,2443,2714
20190515,949,2314,2617
20190515,965,2431,2393
20190515,7341,1556,1626
20190516,943,2400,2048
20190517,984,2408,2355
20190517,7398,1491,1719
20190518,927,1785,1787
20190518,938,1760,1687
20190518,966,1796,1882
20190518,977,1752,1865
20190518,7338,1069,1068
20190518,7352,1110,1086
20190518,7366,1080,944
20190518,7370,1081,1054
20190519,915,1836,1835
20190519,992,1878,1749
20190519,7388,1120,1054
20190520,903,2415,2424
20190520,7354,1453,1458
20190520,7370,1498,1744
20190520,7393,1462,1632
20190521,985,2396,2454
20190521,7311,1499,1480
20190521,7349,1498,1565
20190521,7360,1478,1547
20190521,7368,1439,1369
20190522,911,2359,2537
20190522,954,2426,2102
20190522,7300,1512,1574
20190522,7328,1523,1667
20190523,943,2323,2519
20190523,948,2417,2594
20190523,978,2394,2390
20190523,992,2401,2854
20190523,7307,1455,1640
20190523,7350,1483,1281
20190524,955,2453,2789
20190524,964,2366,2746
20190524,992,2372,2370
20190524,7380,1463,1489
20190525,928,1832,1752
20190525,956,1795,1952
20190525,960,1848,2068
20190525,964,1799,2142
20190525,999,1805,1815
20190525,7317,1122,1076
20190525,7341,1135,1260
20190525,7394,1079,1128
20190526,945,1811,1729
20190526,7309,1132,1137
20190526,7387,1122,1230
20190527,7353,1565,1523
20190527,7384,1528,1462
20190528,917,2435,2260
20190528,926,2424,2832
20190528,956,2428,2646
20190528,960,2378,2412
20190529,906,2387,2527
20190529,917,2336,2286
20190529,7329,1509,1567
20190530,914,2334,2380
20190530,920,2334,2374
20190530,947,2449,2396
20190530,7309,1466,1332
20190530,7395,1467,1298
20190531,7304,1509,1412
20190531,7324,1458,1516
20190531,7399,1512,1946
20190601,909,1781,2030
20190601,975,1894,2225
20190601,999,1806,1968
20190601,7300,1165,1137
20190602,901,1806,2009
20190603,924,2304,2743
20190603,962,2420,2775
20190603,7338,1505,1620
20190603,7378,1477,1659
20190604,905,2439,2483
20190604,908,2354,2379
20190604,958,2312,2315
20190604,971,2395,2507
20190604,7365,1445,1333
20190604,7388,1515,1455
20190605,7374,1474,1483
20190605,7376,1499,1348
20190606,7356,1528,1440
20190607,7304,1536,1417
20190607,7312,1418,1349
20190608,903,1798,1768
20190608,7304,1132,1048
20190608,7320,1132,1146
20190608,7335,1127,1234
20190608,7371,1125,1150
20190609,984,1813,1961
20190609,7310,1137,1110
20190609,7396,1089,1141
20190610,926,2432,2450
20190610,954,2440,2719
20190610,7317,1521,1412
20190610,7357,1431,1591
20190610,7385,1489,1534
20190611,927,2437,2792
20190611,996,2443,2478
20190611,7358,1507,1509
20190611,7368,1543,1458
20190612,7349,1465,1657
20190613,941,2373,2814
20190613,975,2402,2228
20190613,7315,1403,1359
20190613,7358,1472,1562
20190614,7341,1490,1647
20190614,7348,1459,1693
20190615,901,1864,1834
20190615,960,1846,2101
20190615,7322,1133,1206
20190615,7353,1143,1094
20190615,7364,1110,1174
20190615,7388,1136,962
20190616,902,1788,1839
20190616,907,1799,1644
20190616,931,1807,1810
20190616,968,1865,1928
20190616,984,1856,2081
20190616,7306,1128,1160
20190616,7312,1141,1153
20190616,7365,1106,1124
20190616,7377,1139,1246
20190617,958,2464,2492
20190617,982,2416,2363
20190617,995,2413,2693
20190617,999,2392,2509
20190617,7345,1515,1410
20190618,911,2320,2495
20190618,925,2413,2557
20190618,930,2466,2672
20190618,934,2506,2324
20190618,7301,1515,1933
20190618,7385,1477,1445
20190619,961,2470,2433
20190619,7300,1491,1540
20190619,7320,1462,1560
20190619,7386,1445,1501
20190620,988,2325,2135
20190620,7372,1540,1552
20190621,7343,1457,1632
20190621,7366,1520,1495
20190622,900,1778,1722
20190622,959,1791,1709
20190622,985,1802,1796
20190622,7317,1144,1257
20190622,7329,1103,1063
20190622,7337,1159,1214
20190622,7351,1134,1240
20190623,7324,1103,1174
20190623,7378,1137,1189
20190623,7394,1103,992
20190624,935,2457,2344
20190624,998,2410,2132
20190624,7324,1439,1334
20190624,7338,1535,1405
20190625,926,2442,2625
20190625,935,2448,2434
20190625,952,2493,2830
20190625,984,2422,2497
20190625,7312,1467,1477
20190626,911,2333,2189
20190626,972,2320,2463
20190626,991,2434,2470
20190626,7384,1474,1601
20190627,958,2432,2766
20190627,7351,1517,1607
20190627,7368,1485,1558
20190627,7386,1552,1738
20190627,7392,1510,1569
20190627,7392,1511,1600
20190628,935,2453,2424
20190628,970,2386,2333
20190628,981,2383,2699
20190628,7391,1544,1868
20190629,7307,1127,1107
20190629,7313,1075,1106
20190629,7354,1140,1287
20190629,7394,1139,1078
20190701,949,2410,2356
20190701,958,2405,2467
20190701,999,2369,1994
20190701,7377,1492,1518
20190702,966,2384,2344
20190702,7304,1531,1344
20190702,7308,1497,1590
20190702,7314,1514,1418
20190703,910,2379,2690
20190703,940,2423,2454
20190703,991,2364,2376
20190703,995,2385,2191
20190703,999,2337,1857
20190703,7363,1531,1724
20190704,925,2480,2840
20190704,965,2432,2557
20190704,7328,1444,1334
20190704,7348,1522,1602
20190704,7352,1501,1522
20190705,7348,1517,1546
20190705,7358,1499,1338
20190706,940,1718,1892
20190706,955,1827,1946
20190706,981,1841,2002
20190706,7315,1106,1210
20190706,7397,1134,1135
20190707,948,1814,2019
20190707,957,1783,1808
20190707,7309,1104,1198
20190707,7334,1108,1039
20190707,7336,1121,1095
20190707,7351,1142,1094
20190707,7360,1164,1331
20190707,7373,1085,1217
20190708,938,2417,2595
20190708,944,2412,2521
20190708,962,2507,2447
20190709,954,2452,2515
20190709,963,2513,2659
20190709,7325,1482,1472
20190709,7338,1487,1602
20190709,7345,1498,1628
20190710,994,2376,2453
20190711,918,2388,2737
20190711,989,2469,2406
20190711,7338,1498,1390
20190711,7345,1554,1508
20190712,915,2472,3040
20190712,985,2391,2410
20190712,7310,1462,1604
20190713,931,1757,1854
20190713,933,1756,1669
20190713,945,1783,1567
20190713,977,1805,1930
20190713,7342,1076,1233
20190714,906,1769,1658
20190714,945,1725,1888
20190714,947,1894,1841
20190714,998,1853,2130
20190714,7343,1135,1092
20190714,7361,1084,1049
20190715,924,2345,2320
20190715,7349,1483,1470
20190715,7354,1502,1569
20190715,7385,1474,1688
20190716,908,2331,2286
20190716,7302,1547,1631
20190716,7338,1499,1648
20190716,7363,1499,1354
20190717,902,2428,2297
20190717,930,2333,2057
20190717,934,2350,2449
20190717,948,2362,2244
20190717,7316,1524,1550
20190717,7352,1575,1579
20190717,7369,1565,1805
20190718,921,2452,2293
20190718,961,2430,2410
20190718,7333,1457,1526
20190718,7360,1487,1674
20190718,7395,1476,1669
20190719,940,2443,2253
20190719,966,2336,2549
20190719,969,2422,2378
20190719,992,2391,2102
20190719,7310,1500,1743
20190719,7387,1472,1551
20190720,979,1886,2014
20190720,7352,1071,1001
20190720,7385,1154,1370
20190721,969,1826,1750
20190721,997,1790,1725
20190721,7311,1198,1185
20190721,7378,1105,1172
20190721,7389,1102,1204
20190721,7393,1038,1182
20190722,923,2428,2418
20190722,941,2418,2615
20190722,942,2423,2024
20190722,976,2438,2385
20190722,7331,1459,1554
20190723,907,2399,2496
20190723,956,2404,2608
20190723,985,2348,2350
20190723,7315,1482,1476
20190723,7343,1486,1628
20190723,7346,1522,1619
20190723,7363,1539,1708
20190723,7399,1449,1439
20190724,911,2396,2588
20190724,973,2420,2600
20190724,7314,1474,1622
20190724,7329,1512,1570
20190724,7375,1508,1285
20190725,940,2366,2325
20190725,956,2392,2462
20190725,967,2383,2446
20190725,7364,1476,1477
20190725,7370,1467,1321
20190726,905,2428,2238
20190726,7300,1484,1475
20190727,7330,1131,1265
20190727,7391,1112,1094
20190728,902,1826,1847
20190728,920,1807,1940
20190728,927,1806,1639
20190728,940,1756,1678
20190728,943,1800,2237
20190728,947,1741,1635
20190728,949,1783,1881
20190728,7384,1081,1070
20190729,904,2397,2410
20190729,957,2555,2799
20190729,7301,1509,1490
20190729,7305,1546,1443
20190729,7310,1470,1419
20190729,7358,1535,1198
20190730,925,2404,2480
20190730,946,2373,2453
20190730,7348,1506,1551
20190730,7352,1477,1477
20190730,7395,1544,1531
20190730,7397,1502,1705
20190731,908,2342,2515
20190731,922,2492,2586
20190731,927,2461,2303
20190731,927,2367,2435
20190731,980,2418,2424
20190731,7338,1496,1660
20190801,952,2387,2316
20190801,7353,1517,1591
20190801,7390,1453,1472
20190802,907,2434,2579
20190802,7388,1506,1555
20190803,945,1875,1927
20190803,974,1804,1941
20190803,7351,1156,1103
20190803,7365,1135,1247
20190803,7373,1120,1096
20190804,7317,1198,1254
20190804,7381,1182,1277
20190805,959,2401,2495
20190805,989,2454,2574
20190805,7313,1468,1809
20190805,7397,1543,1725
20190806,993,2222,2452
20190806,993,2378,2313
20190806,7314,1465,1397
20190806,7324,1476,1650
20190806,7379,1515,1514
20190807,915,2385,2273
20190807,966,2407,2409
20190807,7311,1512,1478
20190807,7349,1468,1553
20190807,7391,1489,1487
20190808,965,2387,2305
20190808,975,2398,2759
20190808,7327,1522,1523
20190809,906,2378,2850
20190809,916,2367,2925
20190809,956,2509,2956
20190809,7325,1508,1500
20190809,7365,1393,1598
20190809,7379,1437,1580
20190810,7302,1134,1164
20190810,7308,1113,1028
20190810,7326,1187,1324
20190810,7329,1155,1065
20190810,7334,1108,1362
20190810,7377,1100,1120
20190811,7373,1098,1117
20190812,955,2444,2442
20190812,989,2402,2382
20190812,7330,1488,1741
20190812,7392,1557,1637
20190813,917,2464,2250
20190813,961,2343,2461
20190813,991,2466,2752
20190813,7346,1488,1690
20190813,7349,1530,1668
20190813,7360,1484,1418
20190814,951,2370,2711
20190814,957,2482,2349
20190814,971,2304,2604
20190814,974,2434,2389
20190814,7307,1506,1606
20190814,7323,1560,1569
20190814,7365,1459,1533
20190814,7372,1510,1633
20190815,900,2408,2693
20190815,920,2370,2503
20190815,937,2325,2139
20190815,7322,1512,1563
20190815,7373,1470,1682
20190816,918,2428,2365
20190816,965,2399,2389
20190816,7327,1548,1503
20190816,7333,1474,1596
20190816,7369,1443,1550
20190817,925,1781,1759
20190817,960,1777,1779
20190817,7398,1096,929
20190818,7309,1111,1129
20190818,7333,1079,1285
20190818,7370,1156,1036
20190818,7393,1149,1225
20190819,962,2397,2672
20190819,985,2403,2490
20190819,994,2405,2523
20190820,904,2419,2570
20190820,7325,1619,1674
20190820,7373,1504,1459
20190821,983,2474,2428
20190821,7309,1481,1586
20190821,7326,1514,1542
20190822,914,2408,2619
20190822,956,2333,2212
20190822,7347,1416,1492
20190822,7365,1520,1646
20190822,7367,1478,1606
20190822,7386,1502,1823
20190822,7393,1538,1392
20190823,941,2380,2724
20190823,947,2387,2674
20190823,988,2344,2358
20190823,7390,1497,1443
20190824,959,1771,1728
20190824,959,1840,1774
20190824,972,1857,2176
20190824,7343,1127,1064
20190824,7370,1078,1019
20190825,7323,1165,1212
20190826,923,2411,2371
20190826,933,2378,2086
20190826,956,2277,2373
20190826,992,2345,2394
20190826,994,2303,2385
20190826,7306,1526,1554
20190826,7312,1558,1539
20190827,7316,1597,1605
20190827,7316,1490,1614
20190827,7331,1445,1587
20190827,7349,1473,1387
20190827,7395,1456,1546
20190828,7397,1536,1503
20190829,911,2406,2582
20190829,7333,1557,1551
20190829,7342,1518,1482
20190829,7343,1520,1670
20190830,944,2454,2421
20190830,954,2425,2320
20190830,962,2371,2794
20190830,7303,1491,1546
20190830,7315,1516,1713
20190831,7366,1167,1080
20190831,7370,1164,1277
20190831,7374,1058,1002
20190901,7319,1142,1195
20190901,7350,1174,1163
20190901,7353,1127,1214
20190902,927,2352,2160
20190902,946,2376,2612
20190902,7319,1474,1519
20190903,923,2350,2422
20190903,936,2473,2352
20190903,968,2425,2549
20190904,948,2392,2249
20190904,987,2418,2172
20190905,990,2374,2310
20190905,7355,1515,1464
20190906,902,2340,2321
20190906,981,2433,2804
20190906,7312,1449,1663
20190906,7323,1479,1588
20190907,926,1805,1841
20190907,7344,1106,1130
20190908,903,1794,1678
20190908,932,1787,1672
20190908,7321,1184,1156
20190908,7335,1152,1157
20190909,900,2393,2207
20190909,906,2415,2305
20190909,951,2485,2548
20190909,7380,1495,1580
20190910,932,2381,2460
20190910,962,2409,2569
20190910,7303,1485,1665
20190910,7375,1512,1559
20190911,993,2413,2766
20190911,7316,1487,1403
20190911,7365,1466,1450
20190912,942,2273,2175
20190912,949,2377,2460
20190912,967,2345,2200
20190912,7384,1521,1655
20190913,939,2420,2410
20190913,964,2473,2783
20190913,989,2429,2263
20190913,7311,1509,1653
20190913,7339,1507,1493
20190913,7371,1524,1834
20190913,7380,1568,1523
20190914,7345,1088,1144
20190914,7393,1152,1195
20190915,937,1814,1724
20190916,900,2430,2612
20190916,990,2390,2441
20190916,994,2366,2531
20190916,7349,1496,1571
20190916,7361,1532,1713
20190916,7390,1426,1589
20190917,941,2444,2605
20190917,946,2392,2371
20190917,7352,1546,1464
20190917,7359,1542,1406
20190917,7375,1511,1636
20190917,7381,1530,1468
20190918,993,2403,2571
20190919,975,2389,2525
20190919,999,2411,2687
20190920,7396,1441,1632
20190921,900,1837,1923
20190921,972,1749,1721
20190921,995,1783,1801
20190921,7353,1131,1163
20190921,7373,1161,1289
20190921,7389,1108,1106
20190922,963,1759,1918
20190922,980,1770,1753
20190922,7340,1115,1148
20190922,7369,1176,1271
20190922,7372,1176,1109
20190923,910,2483,2818
20190923,972,2353,2409
20190923,976,2422,2424
20190923,7324,1523,1400
20190923,7358,1463,1528
20190924,908,2358,2560
20190924,7305,1479,1571
20190924,7317,1461,1685
20190924,7319,1480,1540
20190924,7369,1516,1577
