trnOpDate,staCode,gateInComingCnt,gateOutGoingCnt
20240131,7390,2010,2185
20240201,921,3151,3752
20240201,928,3136,3343
20240201,944,3071,2949
20240201,946,3144,3025
20240201,946,3224,3524
20240201,967,3206,3340
20240201,7314,1923,1979
20240201,7314,1985,2098
20240201,7324,1985,1852
20240201,7342,1971,2008
20240201,7390,1978,2030
20240202,915,3186,3240
20240202,7338,1904,1684
20240202,7396,1880,2001
20240203,7309,1455,1549
20240203,7329,1467,1657
20240203,7390,1461,1425
20240204,927,2352,2444
20240204,7310,1447,1372
20240204,7363,1431,1312
20240205,7301,1994,2080
20240205,7310,1949,2129
20240206,920,3189,3382
20240206,997,3133,3248
20240207,918,3093,2764
20240207,928,3119,3304
20240207,7358,1908,2168
20240208,987,3065,3244
20240208,7321,1925,2085
20240208,7384,1988,2115
20240209,945,3157,2939
20240209,963,3042,4082
20240209,971,3090,3270
20240209,7343,2006,2327
20240209,7364,2036,2073
20240209,7381,1963,1959
20240209,7390,1896,1592
20240210,920,2328,2719
20240210,995,2327,2308
20240210,7328,1495,1597
20240210,7336,1399,1329
20240210,7380,1508,1410
20240210,7389,1459,1567
20240211,939,2372,2462
20240211,957,2273,2211
20240211,968,2450,2361
20240211,970,2312,2222
20240211,7330,1367,1406
20240211,7347,1458,1606
20240212,912,3129,3518
20240212,7396,1967,1909
20240213,923,3108,3035
20240213,7318,1929,1877
20240213,7349,1947,1957
20240214,965,3085,2742
20240214,975,3033,3186
20240214,986,3085,3633
20240214,7331,1923,1918
20240215,908,3105,3293
20240215,910,3090,3223
20240215,931,3054,2845
20240215,986,3083,3341
20240215,7388,1978,2214
20240216,985,3094,2868
20240216,7331,1932,1635
20240217,7327,1527,1557
20240217,7362,1414,1302
20240218,931,2354,1989
20240218,990,2347,2641
20240218,7330,1465,1427
20240219,7363,1995,2170
20240219,7389,1906,1963
20240220,926,3207,3530
20240220,956,3117,3355
20240220,964,3161,3077
20240220,7316,1912,1889
20240220,7399,1964,1888
20240221,946,3052,2781
20240221,965,3099,3158
20240221,7323,1965,1947
20240222,910,3181,3157
20240222,7385,1964,1957
20240223,985,3027,3225
20240223,7340,1911,1871
20240223,7396,1958,2060
20240224,942,2418,2720
20240224,7385,1422,1393
20240224,7396,1499,1451
20240225,946,2301,2598
20240225,977,2276,2207
20240225,978,2334,2535
20240225,7379,1470,1523
20240226,964,3145,3265
20240226,7302,1883,1710
20240226,7337,1912,2209
20240226,7348,1956,2099
20240227,941,3156,3497
20240227,7306,1946,1865
20240227,7379,1879,1750
20240228,928,3134,2980
20240228,976,3118,3055
20240228,7359,1987,2118
20240229,991,3029,3017
20240229,7309,1977,2028
20240229,7325,1900,1880
20240229,7390,1905,1940
20240301,977,3134,3553
20240301,984,3125,3668
20240301,991,3135,3103
20240302,945,2413,2452
20240302,945,2249,2447
20240302,7321,1444,1428
20240302,7391,1414,1394
20240303,928,2295,2234
20240303,7310,1416,1324
20240303,7377,1424,1507
20240304,906,3198,3983
20240304,960,3120,3194
20240304,7395,1956,2032
20240305,945,3102,3430
20240305,953,3154,3012
20240305,7347,1971,1903
20240305,7368,1897,1935
20240305,7394,1963,2046
20240306,924,3158,3080
20240306,976,3096,3138
20240306,979,3102,3007
20240306,7316,1943,2196
20240307,900,3054,2759
20240307,968,3133,3225
20240307,7331,1998,1995
20240307,7342,1927,2386
20240307,7387,1966,1980
20240308,913,3194,3028
20240308,947,3130,3679
20240308,983,3117,3351
20240308,7300,2004,2038
20240308,7387,1884,1886
20240309,933,2369,2454
20240309,950,2270,2262
20240309,969,2348,2318
20240309,989,2276,2282
20240309,7308,1504,1676
20240309,7312,1395,1267
20240309,7329,1428,1514
20240309,7392,1437,1496
20240310,923,2294,2395
20240310,7300,1428,1303
20240311,903,3114,3010
20240311,989,3111,3239
20240311,7372,1886,1764
20240311,7381,1945,1859
20240312,946,3111,3428
20240312,980,3061,3026
20240312,7345,1946,1749
20240312,7350,1943,1900
20240312,7358,1866,1897
20240312,7360,1976,1853
20240313,984,3181,3340
20240313,7386,2034,2182
20240314,7300,1938,2186
20240314,7319,1946,1947
20240314,7344,2024,2316
20240314,7354,1984,2235
20240315,929,3069,2959
20240315,959,3181,2598
20240315,7300,1930,2033
20240315,7312,1971,2026
20240316,7318,1502,1461
20240316,7318,1438,1524
20240316,7365,1424,1304
20240316,7392,1520,1604
20240316,7395,1403,1436
20240317,915,2256,2660
20240317,968,2279,2133
20240317,7346,1492,1596
20240317,7381,1471,1606
20240317,7383,1452,1548
20240318,926,3070,3279
20240318,930,3069,3140
20240318,940,3143,2985
20240318,976,3128,3238
20240318,7312,1926,1894
20240318,7315,1972,2217
20240318,7331,1889,2037
20240318,7348,2007,2202
20240318,7364,1953,1995
20240318,7365,2004,2079
20240319,936,3038,3184
20240319,975,3098,3165
20240319,7309,1893,1808
20240319,7373,1990,2103
20240320,920,3106,3509
20240320,938,3135,3002
20240320,944,3195,3279
20240320,7314,1957,1856
20240320,7350,1965,2042
20240320,7379,1913,1833
20240320,7394,1955,1701
20240321,921,3104,2840
20240321,955,3161,3069
20240321,7334,2020,2096
20240322,953,3194,3245
20240322,980,3130,2913
20240322,7387,1908,2062
20240323,939,2411,2782
20240323,7314,1427,1514
20240323,7334,1417,1332
20240324,941,2340,2322
20240324,942,2330,2824
20240324,944,2407,2390
20240324,977,2402,2506
20240324,7334,1471,1425
20240324,7337,1397,1249
20240324,7382,1416,1477
20240325,943,3064,3026
20240325,983,3070,3373
20240325,7378,1941,1802
20240326,944,3111,3284
20240326,992,3062,3298
20240326,7305,1943,2226
20240326,7310,2005,2370
20240326,7345,2031,1863
20240326,7389,1950,1878
20240327,946,3179,3278
20240327,992,3035,2765
20240327,7333,1886,1964
20240327,7340,1879,1659
20240328,967,3056,3002
20240328,972,3123,3244
20240328,991,3117,3201
20240328,7335,1943,1975
20240329,919,3242,3560
20240329,923,3069,3471
20240329,7327,1972,2292
20240329,7330,1837,1812
20240329,7335,1889,1987
20240329,7358,1985,1910
20240329,7379,1985,1897
20240329,7384,2022,2253
20240330,908,2400,2397
20240330,918,2311,2193
20240330,957,2225,2225
20240330,964,2342,2622
20240330,7349,1392,1492
20240331,903,2324,1993
20240331,965,2313,2557
20240331,7328,1411,1566
20240401,934,3102,3109
20240401,7304,1902,1973
20240401,7381,1957,1908
20240402,916,3116,3372
20240402,929,3110,3404
20240402,7307,1912,2185
20240402,7311,1993,1974
20240403,970,3128,3013
20240403,7356,1892,1769
20240404,909,3121,2879
20240404,935,3061,3211
20240404,950,3059,3298
20240404,957,3119,3154
20240404,7373,1981,1934
20240404,7375,1892,1812
20240404,7380,1967,2101
20240405,981,3142,3398
20240405,7349,1935,2037
20240405,7354,1970,1968
20240405,7398,1881,2037
20240406,932,2376,2561
20240406,7314,1440,1646
20240406,7329,1499,1375
20240407,7336,1504,1758
20240408,977,3166,3355
20240408,7342,1894,1898
20240408,7393,1924,2082
20240409,911,3092,3131
20240409,7391,1971,2016
20240410,908,3072,3317
20240410,940,3028,2870
20240410,953,3141,3323
20240410,7336,1965,2072
20240410,7351,1936,1864
20240410,7353,1892,2025
20240410,7372,1976,2042
20240411,922,3066,3150
20240411,945,3192,2750
20240411,958,3251,3088
20240411,7321,1848,1903
20240411,7367,1981,1956
20240412,907,3129,3086
20240412,949,3126,3623
20240412,989,3180,3098
20240412,7343,1941,2273
20240413,929,2324,2410
20240413,996,2355,2500
20240413,7355,1483,1536
20240414,932,2350,2342
20240414,937,2361,2475
20240414,961,2251,2215
20240414,7313,1431,1513
20240415,932,3161,3703
20240415,957,3112,3152
20240415,7350,1961,2081
20240416,932,3129,3678
20240418,900,3102,3068
20240418,7349,2011,1985
20240418,7385,2023,2069
20240419,904,3067,3179
20240419,7333,1999,2029
20240419,7357,1966,1822
20240420,917,2353,2492
20240420,972,2302,2425
20240420,989,2415,2528
20240420,7343,1447,1509
20240421,915,2236,1993
20240421,7321,1454,1552
20240421,7367,1458,1703
20240421,7374,1499,1687
20240422,911,3110,3447
20240422,912,3150,3377
20240422,919,3199,3200
20240422,920,3139,2873
20240422,926,3097,3665
20240422,930,3145,3420
20240422,7311,1918,1865
20240422,7354,1942,2055
20240422,7389,1977,2028
20240423,926,3223,3146
20240423,973,3151,2657
20240423,982,3083,3385
20240423,7381,1964,2134
20240424,7307,1926,2094
20240424,7336,1926,2035
20240424,7376,2016,1983
20240424,7399,1959,1978
20240425,7324,1966,2069
20240425,7335,1853,2052
20240425,7361,1900,2190
20240425,7370,1940,2133
20240426,7314,1951,2095
20240426,7316,1914,1796
20240426,7361,1964,1893
20240426,7388,1897,1848
20240427,929,2263,2383
20240427,946,2359,2460
20240427,957,2351,2602
20240427,959,2338,2240
20240428,941,2399,2528
20240428,963,2372,2581
20240428,995,2286,2124
20240428,7309,1493,1714
20240428,7335,1479,1483
20240429,993,3148,2925
20240429,7327,1927,1938
20240429,7373,1960,2004
20240430,901,3163,3257
20240430,902,3174,2909
20240430,921,3097,3151
20240430,996,3077,2845
20240430,7329,2013,2193
20240430,7334,1859,1809
20240501,917,3017,3281
20240501,946,3087,2975
20240501,991,2990,3239
20240501,7307,1974,1774
20240501,7317,1945,1822
20240501,7331,1951,2098
20240502,973,3116,3027
20240502,982,3105,3474
20240502,7376,1887,1833
20240503,961,3147,3171
20240504,971,2347,2541
20240504,7364,1542,1649
20240505,906,2283,2344
20240505,981,2411,2503
20240505,7308,1489,1547
20240505,7334,1459,1504
20240505,7367,1470,1548
20240506,934,3106,2575
20240506,939,3210,2877
20240506,977,3052,3082
20240506,988,3143,3456
20240507,968,3225,3445
20240507,7360,1887,1888
20240507,7385,1950,1947
20240508,7363,1973,2303
20240508,7367,1984,1929
20240508,7387,1988,2000
20240509,907,2960,3398
20240509,927,3094,2999
20240509,953,3163,3183
20240509,978,3054,3202
20240509,7313,1924,1882
20240509,7341,1964,2150
20240509,7348,1921,1900
20240510,919,3206,3414
20240510,7322,1939,1739
20240511,905,2358,2697
20240511,914,2355,2597
20240511,926,2404,2322
20240511,933,2318,2490
20240511,7323,1457,1606
20240511,7339,1397,1487
20240511,7372,1431,1436
20240512,952,2243,2381
20240512,7322,1430,1621
20240512,7373,1424,1231
20240512,7378,1403,1320
20240513,905,3146,3338
20240513,924,3081,3311
20240513,975,3090,3085
20240513,979,3056,3568
20240513,7326,2001,1942
20240513,7398,1984,2137
20240514,918,3078,2483
20240514,923,3148,3311
20240514,941,3071,3632
20240514,955,3108,3074
20240514,978,3097,2999
20240514,981,3239,3595
20240514,7341,1953,2072
20240514,7359,1898,1844
20240514,7370,1991,2032
20240514,7382,1920,1980
20240515,988,3142,2662
20240515,7310,2002,2246
20240515,7331,1916,1948
20240515,7349,1900,1978
20240516,7379,1891,2078
20240517,928,3137,3478
20240517,990,3112,3565
20240517,7325,1978,2171
20240517,7330,1893,2308
20240517,7337,1908,2018
20240517,7362,1937,2097
20240518,935,2272,2087
20240518,7344,1438,1468
20240519,7319,1466,1523
20240519,7323,1435,1301
20240519,7384,1452,1428
20240520,953,3046,3003
20240521,909,3082,3033
20240521,915,3110,3148
20240521,999,2985,3042
20240521,7333,1958,1965
20240521,7381,1971,2357
20240521,7385,1878,2022
20240521,7388,1977,1987
20240521,7388,1986,2221
20240522,7308,1897,1798
20240522,7350,1957,2011
20240522,7357,1909,2192
20240522,7373,1964,2093
20240524,900,3200,3307
20240524,959,3128,3541
20240524,960,3145,3289
20240524,990,3022,3192
20240524,7310,1987,1794
20240524,7318,1984,1967
20240524,7322,1943,1798
20240524,7367,1958,2189
20240524,7397,1938,2031
20240525,923,2341,2490
20240525,997,2316,2680
20240525,7305,1473,1618
20240525,7332,1450,1523
20240525,7344,1444,1372
20240525,7390,1415,1496
20240526,979,2387,2512
20240526,993,2367,2681
20240526,7373,1397,1225
20240526,7374,1479,1466
20240527,916,3070,3578
20240527,932,3216,3307
20240527,978,3137,3503
20240527,993,3064,3167
20240527,7353,1979,2029
20240528,908,3122,2852
20240528,941,3152,3449
20240528,953,3231,3766
20240528,7394,1899,1985
20240529,931,3171,3329
20240529,943,3151,3115
20240529,984,3174,3286
20240529,7314,1954,1933
20240529,7374,1923,1782
20240530,971,3037,2880
20240530,981,3069,3590
20240530,7307,2074,2130
20240530,7370,1943,1955
20240531,956,3165,3269
20240531,970,3140,2940
20240531,7362,2022,2213
20240601,7393,1497,1631
20240602,910,2356,2551
20240602,935,2346,2475
20240602,7376,1445,1452
20240603,939,3162,3361
20240603,939,3115,3759
20240603,957,3076,2557
20240603,970,3129,3017
20240603,7372,1918,1755
20240604,947,3051,2792
20240604,966,3227,3410
20240604,7313,1969,1943
20240604,7330,1986,1802
20240605,7314,1992,2203
20240605,7338,1869,1846
20240606,947,3133,3470
20240606,972,3093,2883
20240606,978,3057,3276
20240606,992,3169,3174
20240606,7311,2006,2260
20240606,7315,2033,2310
20240606,7326,1948,1878
20240606,7349,1948,1816
20240607,925,3189,3046
20240607,931,3129,3577
20240607,950,3078,3143
20240607,988,3064,2728
20240607,7309,1983,2246
20240607,7348,1981,2033
20240607,7353,1988,1733
20240607,7392,1969,2287
20240608,921,2363,2729
20240608,937,2284,2191
20240608,947,2371,2687
20240608,953,2362,2526
20240608,7387,1465,1480
20240608,7399,1516,1581
20240609,901,2283,2341
20240609,951,2289,2455
20240609,966,2325,2529
20240609,974,2338,2119
20240609,7327,1466,1437
20240610,909,3063,3318
20240610,915,3152,3226
20240610,999,3165,3203
20240610,7304,1964,2113
20240610,7315,1942,1826
20240610,7336,1979,2224
20240611,7323,1944,2093
20240612,942,3100,3497
20240612,990,3138,2981
20240612,7315,1959,1750
20240612,7319,1978,2313
20240612,7383,1990,1863
20240613,974,3145,3291
20240613,7325,1980,1966
20240613,7327,1938,1894
20240613,7382,2044,2231
20240614,909,3014,3303
20240614,913,3108,3302
20240614,932,3156,3070
20240614,7338,1901,1872
20240614,7347,1965,2134
20240614,7357,1971,2082
20240614,7374,2023,1958
20240614,7381,1951,2010
20240615,959,2406,2563
20240615,7381,1482,1455
20240616,902,2293,2405
20240616,917,2341,2431
20240616,7307,1467,1454
20240616,7391,1424,1516
20240617,961,3216,3232
20240617,7334,1913,2068
20240617,7345,2004,1911
20240618,968,3088,3227
20240618,979,3122,3374
20240618,7391,2006,1811
20240619,936,3148,2903
20240619,969,3103,3289
20240619,995,3183,3317
20240619,7372,1963,1885
20240620,974,3144,2887
20240620,7327,1928,1835
20240620,7384,1930,1861
20240620,7389,1935,1982
20240621,934,3111,3201
20240621,7374,1971,1954
20240621,7385,1910,2172
20240621,7385,1965,2132
20240622,921,2300,2475
20240622,949,2361,2502
20240622,964,2377,2338
20240622,964,2353,2277
20240622,967,2319,2142
20240622,972,2303,2406
20240622,7303,1484,1769
20240622,7315,1371,1753
20240622,7334,1504,1478
20240622,7349,1483,1407
20240623,7379,1399,1449
20240623,7386,1470,1362
20240623,7396,1526,1683
20240624,7366,1998,2181
20240624,7399,1960,1821
20240625,931,3006,3521
20240625,995,3065,3549
20240625,7302,1839,2024
20240625,7307,1981,1854
20240625,7312,1956,2408
20240625,7320,2013,2116
20240625,7321,1965,1976
20240626,926,3113,3457
20240626,7314,1954,2316
20240626,7316,1880,1960
20240627,910,3099,3390
20240627,922,3119,2869
20240627,931,3093,2837
20240627,7374,1869,1827
20240628,900,3109,3117
20240628,981,3123,3232
20240628,985,3243,3239
20240628,998,3088,3116
20240628,7300,1907,1860
20240628,7314,1949,1930
20240629,7320,1433,1241
20240629,7326,1470,1666
20240629,7386,1458,1566
20240630,907,2366,2091
20240630,916,2309,2160
20240630,935,2359,2480
20240630,996,2358,2500
20240630,7367,1481,1679
20240630,7369,1450,1582
20240701,906,3133,3306
20240701,919,3071,3594
20240701,924,3032,3464
20240701,944,3187,3051
20240701,960,3126,3378
20240701,967,3125,3354
20240701,989,3162,3267
20240701,996,3179,3490
20240701,7325,1911,1918
20240701,7357,1985,1952
20240701,7364,1900,1974
20240702,905,3129,2769
20240702,920,3113,3185
20240702,979,3142,3103
20240702,7345,1940,1925
20240702,7355,1969,2207
20240702,7359,1949,1964
20240703,918,3203,3270
20240703,929,3139,3456
20240703,7307,1907,1796
20240703,7310,2001,2098
20240703,7358,1997,1947
20240704,954,3106,3020
20240704,7312,1896,2287
20240704,7391,1877,1956
20240705,917,3120,2933
20240705,940,3147,3557
20240705,961,3051,2905
20240705,7323,2009,1581
20240705,7333,1938,2333
20240705,7347,2048,2043
20240706,926,2340,2470
20240706,975,2403,2770
20240707,920,2344,2482
20240707,937,2329,2413
20240707,7302,1504,1627
20240707,7335,1458,1609
20240708,959,3101,3329
20240708,964,3045,3217
20240708,7362,1933,1856
20240709,7306,1967,1981
20240709,7331,1908,1849
20240710,907,3091,3166
20240710,944,3161,2945
20240710,957,3094,3241
20240710,7345,1959,1828
20240711,907,3088,3046
20240711,958,3072,3418
20240711,7334,1995,1930
20240712,913,3182,3230
20240712,997,3043,3238
20240712,7301,1938,1930
20240712,7335,1962,2254
20240713,936,2404,2203
20240713,965,2351,2309
20240713,7397,1538,1576
20240714,911,2314,2377
20240714,955,2323,2641
20240714,960,2338,2080
20240714,981,2301,2288
20240714,7319,1454,1433
20240714,7377,1358,1217
20240715,973,3147,3665
20240715,7326,1910,1977
20240716,939,3078,3112
20240716,943,3136,3340
20240717,902,3124,3516
20240717,975,3068,3078
20240717,7311,1958,1933
20240717,7316,1920,2035
20240718,961,3073,3107
20240718,7321,1926,2072
20240718,7338,1901,1905
20240718,7344,1927,2015
20240718,7375,1992,2060
20240719,933,3180,3543
20240719,938,3257,3539
20240719,938,3133,3594
20240719,963,3119,3927
20240719,7305,1939,2295
20240719,7328,1975,1925
20240719,7365,1919,1992
20240719,7371,2011,2193
20240719,7394,1853,1960
20240720,904,2342,2332
20240720,972,2401,2450
20240720,7336,1497,1356
20240721,923,2395,2782
20240721,927,2438,2818
20240721,927,2470,2795
20240721,7378,1421,1376
20240721,7384,1493,1477
20240722,966,3183,3349
20240722,987,3168,2493
20240723,918,3087,2760
20240723,951,3161,2660
20240723,994,3086,3429
20240723,7308,2003,1847
20240723,7317,1871,1762
20240723,7351,1901,1997
20240723,7357,2061,2378
20240723,7374,1901,1800
20240724,911,3076,3103
20240724,931,3075,3509
20240724,7330,1982,2037
20240725,7326,2005,2201
20240725,7367,1877,2055
20240726,923,3208,2969
20240726,7388,1997,2351
20240727,979,2383,2569
20240727,7314,1473,1248
20240727,7395,1472,1468
20240728,930,2364,2317
20240728,7304,1417,1489
20240728,7309,1495,1686
20240728,7356,1429,1610
20240728,7370,1448,1447
20240729,990,3128,3232
20240729,7374,1974,2099
20240730,964,3120,3124
20240730,973,3189,3303
20240730,7304,1924,2123
20240730,7307,1902,1804
20240730,7341,1915,1801
20240730,7343,2044,1902
20240731,914,3186,3274
20240801,909,3168,3256
20240801,977,3132,2881
20240801,984,3087,3024
20240801,7312,1916,1758
20240801,7333,1908,1796
20240801,7340,1894,1996
20240801,7366,1903,1900
20240801,7394,1899,1808
20240802,934,3236,3400
20240802,939,3129,3420
20240802,940,3144,2602
20240802,7309,1968,2317
20240803,7305,1437,1489
20240803,7367,1477,1530
20240803,7367,1468,1420
20240804,932,2351,2338
20240804,7371,1466,1418
20240805,956,3127,3517
20240805,7338,1959,2254
20240805,7369,1925,1995
20240806,909,3116,3195
20240806,917,3144,3072
20240807,941,3072,3372
20240807,999,3111,3613
20240807,7315,1957,1979
20240807,7354,1907,1736
20240808,939,3169,3350
20240808,972,3187,3485
20240809,977,3071,3300
20240809,7313,1971,2092
20240810,934,2295,2235
20240810,962,2325,2349
20240810,966,2316,2494
20240810,7358,1492,1453
20240810,7387,1425,1512
20240811,975,2317,2330
20240811,995,2313,2570
20240812,940,3219,3110
20240812,991,3071,2939
20240812,7338,1970,2029
20240812,7364,1983,2145
20240813,944,3167,3622
20240813,7302,1992,2201
20240814,902,3188,2851
20240814,926,3187,3397
20240814,7331,2014,2080
20240814,7341,1973,2034
20240814,7383,1981,2015
20240815,930,3135,3564
20240815,969,3142,3575
20240815,7311,1954,1775
20240815,7315,1955,1835
20240815,7317,2044,2078
20240815,7336,1912,1978
20240816,920,3159,3038
20240816,925,3043,3352
20240816,990,3155,3085
20240816,7382,1954,1993
20240817,905,2301,2275
20240817,949,2291,2355
20240817,957,2379,2399
20240817,7334,1441,1460
20240817,7350,1420,1396
20240817,7376,1585,1608
20240818,916,2284,2146
20240818,925,2299,2584
20240818,927,2398,2695
20240818,988,2280,2428
20240818,7316,1500,1432
20240818,7333,1433,1752
20240818,7374,1487,1571
20240819,7362,1993,2295
20240820,963,3078,3181
20240820,966,3179,3166
20240820,970,3129,3484
20240820,7317,2001,2046
20240820,7386,1945,1973
20240821,915,3058,2998
20240821,947,3078,2851
20240821,7308,2046,2129
20240821,7366,1940,2014
20240821,7384,1883,1973
20240822,969,3162,3088
20240822,976,3097,3302
20240822,7353,1989,1802
20240822,7354,2000,2045
20240823,945,3104,3307
20240823,986,3083,2785
20240823,7316,1972,1953
20240823,7357,1969,1758
20240823,7368,1934,1927
20240824,920,2287,2185
20240824,931,2187,2336
20240824,938,2305,2683
20240825,952,2347,2276
20240825,974,2283,2363
20240825,7351,1468,1525
20240825,7365,1449,1433
20240826,7371,1978,2107
20240826,7376,1994,2011
20240827,7384,2009,2096
20240828,7345,1966,1896
20240828,7399,1933,1978
20240829,970,3087,3320
20240829,7369,2040,1897
20240829,7379,2005,1918
20240830,993,3114,3176
20240831,900,2401,2463
20240831,923,2273,2151
20240831,7318,1525,1585
20240831,7373,1482,1599
20240901,915,2357,2474
20240901,935,2295,2438
20240901,7320,1422,1443
20240901,7338,1425,1423
20240901,7343,1407,1381
20240902,901,3117,3175
20240902,918,3119,3377
20240902,950,3091,3707
20240902,969,3088,3391
20240902,992,3107,3270
20240902,7358,1947,2204
20240903,914,3169,3468
20240903,987,3105,3049
20240903,7369,2034,2352
20240904,906,3167,3277
20240904,914,3097,3291
20240904,926,3142,3116
20240904,946,3116,2801
20240904,989,3234,3142
20240904,7331,1947,1837
20240904,7332,1959,2170
20240904,7386,1926,1798
20240905,922,3138,3140
20240905,996,3147,2944
20240905,7330,2012,2130
20240906,940,3113,2757
20240906,7392,1986,2363
20240907,947,2427,2446
20240907,989,2261,2372
20240907,995,2365,2753
20240907,7317,1509,1591
20240908,929,2289,2251
20240908,939,2322,2558
20240908,965,2298,2334
20240909,904,3121,3066
20240909,904,3129,3458
20240909,984,3219,3170
20240909,7327,1875,2227
20240909,7389,1998,2130
20240910,945,3150,2926
20240910,7319,2002,1849
20240910,7396,1958,2020
20240912,930,3159,3269
20240912,962,3076,3036
20240912,7321,2007,2198
20240912,7334,1959,2069
20240913,7340,2032,2049
20240914,905,2427,2731
20240914,953,2390,2248
20240914,7365,1504,1844
20240915,7345,1484,1333
20240915,7390,1414,1359
20240916,931,3141,3158
20240917,921,3117,3207
20240917,957,3172,2949
20240917,998,3106,3262
20240917,7333,2001,2110
20240917,7354,1994,2078
20240917,7379,1998,2064
20240917,7398,1955,1672
20240918,7320,1909,1817
20240918,7341,1923,2079
20240919,904,3169,3204
20240919,944,3085,3420
20240919,7365,1976,1733
20240920,999,3148,3224
20240920,7323,1958,1759
20240920,7346,1920,2111
20240921,972,2325,2303
20240922,904,2295,2322
20240922,940,2368,2038
20240922,946,2438,2484
20240922,7317,1479,1759
20240922,7334,1531,1418
20240922,7381,1521,1420
20240923,969,3183,2891
20240923,976,3105,3003
20240923,986,3127,3402
20240923,988,3178,3402
20240923,7335,1994,2048
20240924,935,3174,3671
20240924,983,3115,3342
20240924,7334,1930,2185
20240925,936,3158,2829
20240925,946,3177,3584
20240925,7329,1872,1935
20240926,940,3108,3007
20240926,7305,2043,2381
20240926,7338,1877,1948
20240926,7340,1939,1924
20240926,7353,1927,2210
20240926,7386,1990,1921
20240927,916,3143,3637
20240927,937,3193,3312
20240927,7341,1928,1851
20240927,7376,1930,1950
20240928,901,2367,2380
20240928,928,2353,1937
20240928,939,2257,2303
20240928,955,2400,2228
20240929,7327,1492,1560
20240929,7388,1494,1621
20240930,929,3113,3267
20240930,931,3151,3200
20240930,999,3060,3403
20240930,7361,1878,1907
20240930,7394,1972,2095
20241001,964,3103,3142
