trnOpDate,staCode,gateInComingCnt,gateOutGoingCnt
20230128,7303,1405,1426
20230128,7349,1460,1315
20230128,7386,1437,1425
20230129,994,2215,2437
20230129,7304,1375,1351
20230129,7373,1408,1747
20230130,951,2968,2918
20230130,7328,1786,1858
20230130,7344,1906,1911
20230130,7367,1925,1989
20230130,7378,1895,1632
20230131,940,2895,3139
20230131,945,2943,2772
20230131,955,2926,3073
20230201,958,2882,2817
20230201,958,2961,3097
20230201,7315,1838,2065
20230201,7336,1853,1730
20230202,932,2990,3131
20230202,941,3057,2968
20230202,7309,1857,1757
20230202,7313,1876,1812
20230202,7357,1823,1996
20230202,7363,1889,2172
20230203,7341,1828,1720
20230203,7386,1867,2078
20230204,921,2195,2431
20230204,966,2275,2605
20230204,7394,1464,1484
20230205,970,2164,2210
20230205,7355,1396,1552
20230206,7300,1863,1830
20230206,7331,1827,1617
20230206,7341,1895,2071
20230207,925,2939,3227
20230207,7312,1854,1878
20230207,7322,1910,1926
20230208,911,2965,3150
20230208,935,3056,3082
20230208,7323,1868,1785
20230209,962,2952,3141
20230209,7386,1900,2037
20230210,7306,1888,1733
20230210,7361,1876,1927
20230210,7398,1896,1755
20230211,914,2217,2218
20230211,949,2209,2202
20230211,985,2195,2319
20230211,7314,1380,1540
20230211,7363,1386,1430
20230211,7379,1358,1395
20230212,931,2240,2255
20230212,987,2271,2366
20230212,7312,1401,1566
20230212,7365,1395,1270
20230212,7393,1410,1410
20230213,7310,1876,1969
20230213,7336,1834,2164
20230213,7378,1887,1770
20230214,974,2887,2984
20230215,7302,1851,1984
20230215,7363,1878,2138
20230215,7377,1835,2063
20230215,7380,1889,1756
20230216,910,2957,3137
20230216,936,3049,3161
20230216,962,3020,3168
20230216,971,2918,3330
20230216,987,3035,3205
20230216,989,2954,3091
20230216,7338,1877,2116
20230216,7347,1792,2070
20230217,914,2972,2921
20230217,918,2978,2878
20230217,982,2930,3042
20230218,925,2260,2349
20230218,7304,1463,1593
20230218,7373,1408,1332
20230219,930,2265,2530
20230219,972,2240,2231
20230219,7378,1448,1671
20230220,923,3041,3368
20230220,954,2906,2955
20230220,956,2888,3230
20230220,991,2938,3147
20230220,7366,1875,1818
20230221,7306,1900,1824
20230223,949,2903,2827
20230223,951,3024,3351
20230223,983,2971,2990
20230223,7325,1829,1847
20230223,7367,1763,1704
20230224,935,2930,3384
20230224,7305,1838,1840
20230225,903,2230,1993
20230225,936,2287,2175
20230225,992,2167,2036
20230225,7326,1401,1494
20230226,951,2209,2126
20230226,982,2255,2316
20230226,7333,1396,1353
20230226,7374,1411,1538
20230227,910,3032,3113
20230227,939,3050,3125
20230227,7340,1800,1689
20230227,7355,1858,2109
20230228,928,2919,3029
20230228,950,2984,3307
20230228,978,2943,3742
20230228,7397,1817,2064
20230301,944,2943,3431
20230301,962,2962,3068
20230301,978,2986,3135
20230301,7385,1876,1860
20230302,943,3136,3303
20230302,966,2921,3259
20230302,7300,1916,1718
20230302,7393,1807,1943
20230303,976,3087,3115
20230304,941,2271,2147
20230304,7328,1382,1513
20230305,902,2245,2161
20230305,932,2180,2484
20230305,970,2249,2470
20230306,923,2941,3381
20230306,7362,1875,1792
20230307,967,2897,2699
20230308,937,2990,3139
20230308,958,2988,3263
20230308,963,2947,3158
20230308,7309,1876,1707
20230308,7383,1887,1984
20230309,904,2941,2584
20230309,951,3062,3593
20230310,909,2893,3339
20230310,952,3044,3324
20230310,955,2973,2835
20230310,990,3032,2655
20230310,7320,1747,1770
20230310,7332,1825,1542
20230310,7370,1872,1996
20230310,7375,1817,1557
20230311,904,2177,2255
20230311,7380,1391,1380
20230312,7302,1398,1515
20230312,7309,1389,1526
20230312,7349,1403,1372
20230312,7394,1352,1330
20230313,981,2881,3022
20230313,7364,1822,1623
20230313,7367,1882,1641
20230314,965,2951,3104
20230315,998,2942,3120
20230316,923,2962,2842
20230316,940,2995,3273
20230316,7364,1862,2227
20230316,7393,1888,1988
20230317,908,2986,3490
20230317,940,2960,2681
20230317,942,2990,3160
20230317,7303,1830,1944
20230317,7326,1916,1833
20230318,925,2228,2397
20230318,926,2285,2449
20230318,957,2225,2484
20230318,974,2205,1977
20230318,7317,1440,1474
20230318,7319,1403,1569
20230318,7322,1457,1540
20230318,7373,1431,1245
20230318,7383,1373,1312
20230319,933,2302,2221
20230320,919,2990,3030
20230320,925,2942,3197
20230320,952,2986,3388
20230320,7390,1897,2024
20230321,900,3085,2953
20230321,902,3044,3165
20230321,7309,1864,1782
20230321,7394,1798,1641
20230322,995,3068,3073
20230322,7317,1995,2039
20230322,7332,1867,2001
20230322,7357,1879,2126
20230322,7376,1878,1902
20230323,904,2961,3101
20230323,904,3017,3323
20230323,908,2941,2975
20230323,7312,1895,2042
20230324,906,2928,2850
20230324,923,3048,3025
20230324,960,2937,3207
20230324,7350,1885,1931
20230325,905,2102,2004
20230325,907,2257,2588
20230325,930,2259,2468
20230325,952,2253,2274
20230325,973,2270,2387
20230326,916,2218,2462
20230326,917,2211,2582
20230326,936,2283,2110
20230326,967,2252,2372
20230326,7375,1333,1408
20230326,7391,1415,1374
20230327,7390,1935,1962
20230328,901,3043,3139
20230328,908,2984,3267
20230328,951,2866,2968
20230328,967,2970,3168
20230329,901,2937,3191
20230329,911,2959,3158
20230329,911,3077,3567
20230329,919,2987,3213
20230329,941,2911,3114
20230329,980,3067,2947
20230329,990,2875,2819
20230330,986,3099,3141
20230330,7312,1837,2024
20230330,7348,1816,1967
20230331,942,3012,3275
20230331,7305,1828,2076
20230331,7366,1896,1946
20230401,950,2243,2418
20230401,953,2282,2316
20230401,977,2181,2293
20230401,995,2283,2274
20230401,7374,1317,1295
20230401,7381,1396,1266
20230402,909,2244,2720
20230402,921,2256,2410
20230402,976,2215,2058
20230402,7333,1281,1237
20230402,7396,1394,1427
20230403,911,2864,2982
20230403,993,2938,3705
20230403,7312,1952,2149
20230403,7380,1838,1932
20230404,993,2947,3153
20230404,7314,1830,1825
20230405,921,2988,2844
20230405,923,2951,2970
20230405,966,2910,2801
20230405,7325,1850,1805
20230406,930,3095,3334
20230406,981,2902,3339
20230406,7321,1887,2096
20230407,902,3005,3116
20230407,7338,1840,2118
20230407,7360,1852,1735
20230407,7394,1920,2021
20230408,926,2159,2162
20230409,909,2225,2377
20230409,915,2247,2150
20230409,7307,1395,1459
20230409,7320,1400,1428
20230409,7331,1439,1301
20230410,7325,1893,2245
20230410,7336,1847,2137
20230411,906,2958,3170
20230411,927,2923,3087
20230411,960,2906,3137
20230411,7349,1719,1583
20230412,919,2919,2884
20230412,929,2906,3077
20230412,987,2923,2821
20230412,999,2980,3302
20230413,924,3028,2914
20230413,976,2887,3333
20230413,986,2904,3147
20230413,7354,1818,1731
20230414,920,3075,3954
20230414,959,2972,2836
20230414,7328,1949,2250
20230414,7336,1894,2012
20230414,7346,1889,2147
20230414,7347,1895,2035
20230414,7376,1807,1963
20230415,902,2247,2274
20230415,936,2297,2307
20230415,953,2201,2390
20230415,7331,1417,1554
20230415,7360,1431,1627
20230416,919,2304,2542
20230416,934,2226,2145
20230416,950,2303,2319
20230416,986,2253,2777
20230416,994,2263,2350
20230416,996,2270,2066
20230417,7309,1778,1722
20230417,7346,1816,1628
20230417,7356,1892,2001
20230418,952,2916,3147
20230419,914,3018,3362
20230419,920,3050,3218
20230419,927,2949,2827
20230420,921,3013,3108
20230420,949,2974,3129
20230420,955,3009,2940
20230420,966,2911,3349
20230420,976,3063,3095
20230420,7327,1889,1905
20230420,7349,1819,2000
20230421,937,2984,3098
20230421,7313,1897,1984
20230421,7349,1805,2017
20230421,7352,1869,2113
20230421,7371,1976,2156
20230421,7371,1882,1942
20230422,920,2295,2572
20230422,994,2133,2212
20230422,7336,1374,1400
20230422,7395,1492,1479
20230422,7395,1393,1303
20230423,936,2237,2498
20230423,981,2243,2492
20230423,7354,1390,1303
20230423,7365,1366,1170
20230424,953,2925,3227
20230424,983,3071,3508
20230424,7394,1867,2003
20230425,924,2993,2984
20230425,961,3039,2958
20230425,7301,1855,1805
20230425,7308,1873,2054
20230425,7354,1924,1911
20230426,920,3033,3523
20230426,923,2961,3238
20230426,7324,1810,1748
20230426,7370,1922,1818
20230426,7385,1857,1910
20230427,7356,1832,1955
20230428,903,2874,2984
20230428,929,2972,2677
20230428,7321,1875,1871
20230428,7343,1813,1606
20230428,7351,1872,1904
20230429,973,2243,2008
20230429,7324,1374,1499
20230429,7362,1367,1311
20230430,7335,1365,1420
20230430,7385,1359,1462
20230430,7399,1404,1422
20230501,970,2961,2560
20230501,7359,1811,1672
20230501,7377,1884,1847
20230501,7378,1877,1753
20230502,965,2930,3334
20230502,7315,1893,2020
20230502,7324,1847,1661
20230503,998,2925,2657
20230503,7327,1858,1997
20230503,7392,1884,1744
20230504,902,2993,2895
20230504,958,2972,3158
20230504,7337,1886,2002
20230504,7339,1829,2024
20230504,7369,1914,2013
20230504,7379,1762,1803
20230505,914,2952,3223
20230505,916,3019,2779
20230505,972,2984,3059
20230505,7329,1756,1671
20230506,900,2225,2472
20230506,929,2203,2070
20230506,972,2196,2163
20230506,7313,1439,1533
20230506,7320,1372,1193
20230506,7354,1382,1246
20230506,7373,1387,1368
20230506,7380,1341,1369
20230506,7399,1407,1376
20230507,962,2294,2455
20230507,7326,1403,1283
20230507,7342,1413,1409
20230508,915,2936,3167
20230508,927,2965,3255
20230508,932,2971,3515
20230508,951,2934,2727
20230508,984,2965,3046
20230508,992,2871,3057
20230508,7325,1761,1586
20230508,7331,1831,2071
20230508,7372,1924,1871
20230509,903,2963,3104
20230509,946,2956,3242
20230509,977,2986,2933
20230509,7327,1895,1964
20230509,7329,1773,1909
20230509,7335,1883,1943
20230509,7336,1813,2036
20230509,7361,1917,1904
20230510,900,3141,3394
20230510,914,2935,2943
20230510,938,2845,2892
20230510,987,3002,2634
20230510,7336,1905,1935
20230510,7367,1800,2055
20230511,963,3104,3067
20230511,7373,1932,2121
20230512,948,3014,3046
20230512,958,2927,3014
20230512,973,2907,2592
20230512,975,2970,2991
20230512,7362,1839,1989
20230513,937,2284,2365
20230513,937,2270,2370
20230513,977,2119,1953
20230513,983,2248,2341
20230513,7329,1383,1460
20230513,7358,1369,1524
20230513,7396,1407,1393
20230514,928,2286,2388
20230515,970,2993,2927
20230515,986,2970,2798
20230515,7327,1852,1794
20230515,7349,1900,2048
20230516,904,3023,3532
20230516,7312,1910,1881
20230516,7333,1911,1886
20230516,7348,1882,2061
20230516,7366,1854,1833
20230516,7377,1795,1923
20230517,965,2986,2951
20230517,7301,1819,1765
20230517,7305,1812,1677
20230517,7359,1844,1825
20230518,922,2953,2931
20230518,944,2929,3377
20230518,7309,1908,2246
20230518,7323,1832,1790
20230518,7332,1864,1646
20230518,7348,1926,1616
20230519,904,3097,3251
20230519,908,3012,3028
20230519,921,2940,3059
20230519,961,3033,2701
20230519,977,3030,2904
20230520,919,2187,2096
20230520,7353,1392,1307
20230521,907,2230,2511
20230521,7323,1366,1477
20230521,7351,1366,1325
20230522,976,2922,2907
20230522,990,2986,3319
20230522,7322,1893,1942
20230523,978,2932,2860
20230523,7375,1913,2026
20230524,938,3054,3464
20230524,7315,1941,1931
20230524,7335,1832,1774
20230524,7360,1864,1775
20230525,979,2917,3417
20230525,986,2961,3300
20230525,7336,1875,2135
20230526,923,2981,2993
20230526,932,3015,2933
20230526,7369,1899,1693
20230526,7372,1846,1903
20230526,7384,1833,2014
20230526,7394,1839,1912
20230527,908,2153,2501
20230527,913,2250,2418
20230527,937,2203,1906
20230527,7371,1414,1358
20230528,960,2167,2534
20230528,966,2249,2587
20230528,7342,1432,1520
20230529,987,3060,3529
20230529,7311,1847,1912
20230529,7321,1888,1888
20230529,7353,1855,1999
20230529,7396,1854,1883
20230530,924,3016,3048
20230530,996,2931,3537
20230530,7318,1884,2056
20230531,902,2975,3152
20230531,920,2984,2924
20230531,961,3019,3484
20230531,986,2959,2556
20230531,7355,1784,1748
20230601,915,3032,3507
20230601,923,3040,2914
20230601,938,3061,3046
20230601,980,3071,3061
20230601,7307,1851,2055
20230601,7319,1816,1437
20230601,7323,1909,1779
20230601,7354,1839,1806
20230601,7393,1892,1973
20230602,970,2972,3022
20230602,972,3013,3087
20230602,7344,1866,1846
20230603,959,2239,2354
20230603,7369,1366,1561
20230603,7389,1441,1596
20230603,7393,1383,1413
20230603,7393,1337,1540
20230603,7395,1375,1405
20230604,932,2205,2044
20230604,7319,1375,1402
20230605,905,2984,2706
20230605,961,2921,2804
20230605,962,2976,3194
20230605,993,3004,2919
20230605,7300,1822,1980
20230605,7376,1869,2088
20230605,7396,1862,1713
20230606,946,2983,3620
20230606,953,2946,3144
20230606,7353,1861,1960
20230607,955,2923,2752
20230607,7346,1859,1868
20230607,7349,1981,2081
20230607,7351,1833,1893
20230607,7374,1797,1878
20230608,972,3001,2730
20230608,7307,1849,1679
20230608,7355,1908,1768
20230608,7364,1876,1962
20230609,925,3064,3471
20230610,954,2229,2079
20230610,955,2258,2102
20230610,994,2224,2135
20230610,7307,1334,1191
20230610,7309,1414,1463
20230610,7329,1372,1468
20230610,7337,1414,1305
20230610,7386,1387,1315
20230611,7302,1340,1403
20230611,7303,1407,1222
20230611,7388,1384,1407
20230611,7390,1340,1598
20230611,7393,1381,1422
20230612,953,3005,3299
20230612,955,2964,2810
20230612,959,2946,3273
20230612,987,3051,3308
20230612,7363,1785,1539
20230612,7388,1854,2105
20230612,7396,1881,1886
20230612,7398,1871,1675
20230613,7311,1838,1493
20230613,7350,1898,1739
20230613,7351,1903,1946
20230613,7353,1962,1686
20230613,7372,1850,1904
20230613,7396,1877,2169
20230614,932,2864,3211
20230614,7324,1878,2157
20230614,7361,1829,1876
20230615,964,2896,2802
20230617,920,2207,2411
20230617,951,2217,2203
20230617,957,2135,2268
20230617,7326,1360,1473
20230617,7359,1439,1470
20230617,7389,1418,1590
20230618,911,2214,2134
20230618,928,2169,2075
20230618,973,2269,2155
20230618,7308,1390,1464
20230618,7313,1350,1437
20230618,7339,1427,1308
20230618,7371,1395,1225
20230618,7381,1400,1573
20230618,7382,1387,1475
20230619,983,2971,3058
20230619,7378,1895,1864
20230620,911,3045,3694
20230620,927,2954,2774
20230620,930,2928,2881
20230620,933,3031,2841
20230620,7355,1825,1871
20230620,7387,1953,2004
20230621,912,2944,3097
20230621,933,2891,3198
20230621,939,2991,3069
20230621,964,3047,3433
20230621,7342,1900,2212
20230621,7357,1853,1976
20230621,7377,1831,2012
20230622,910,2876,2828
20230622,940,2932,3348
20230622,970,2901,2910
20230622,985,2936,2949
20230622,7363,1871,1542
20230622,7399,1898,2067
20230623,975,3016,2806
20230623,993,2976,3026
20230624,937,2246,2231
20230624,947,2240,2211
20230624,7335,1345,1236
20230624,7384,1428,1358
20230625,983,2223,2304
20230627,906,2912,2702
20230627,944,3027,2928
20230627,996,3002,3098
20230627,7329,1945,2124
20230627,7348,1839,1998
20230627,7355,1925,2082
20230628,967,2949,2719
20230628,7317,1909,1948
20230628,7331,1875,1987
20230628,7361,1798,1782
20230629,988,2980,3039
20230629,7337,1809,1621
20230629,7385,1917,1895
20230630,912,2933,3125
20230630,979,2984,2809
20230630,7382,1885,1993
20230701,907,2266,2417
20230701,910,2312,2523
20230701,952,2285,2028
20230701,983,2246,2233
20230701,7307,1416,1485
20230701,7371,1331,1178
20230702,905,2223,2388
20230702,940,2176,2209
20230702,942,2293,2500
20230702,944,2192,2579
20230702,7366,1437,1405
20230703,973,3099,3185
20230703,7381,1799,1761
20230704,7344,1956,2043
20230704,7389,1960,2113
20230705,937,2988,2788
20230705,954,2967,2776
20230705,7342,1859,1889
20230705,7359,1895,1841
20230706,913,2987,2935
20230706,949,3016,3354
20230706,954,3013,3078
20230706,7318,1875,1893
20230706,7376,1824,1922
20230707,903,3071,3400
20230707,929,2973,3350
20230707,936,2962,2917
20230707,962,2896,3089
20230707,987,3024,2675
20230707,7339,1803,1772
20230707,7349,1878,1872
20230708,914,2196,2152
20230708,981,2205,2297
20230708,985,2237,2494
20230708,990,2188,2327
20230709,7339,1475,1570
20230709,7386,1426,1458
20230710,936,2994,3724
20230710,7387,1792,1942
20230711,973,3014,2986
20230712,932,3036,3153
20230712,948,2964,2940
20230712,958,2973,2917
20230712,982,3051,3289
20230712,7300,1765,1742
20230712,7365,1808,1874
20230713,900,2970,3000
20230713,963,2914,2941
20230713,7309,1810,1575
20230713,7309,1788,1736
20230713,7340,1898,2067
20230714,900,3025,3048
20230714,971,2950,3020
20230714,7323,1811,2132
20230714,7333,1957,2055
20230715,7325,1410,1556
20230715,7342,1358,1292
20230715,7344,1363,1211
20230715,7354,1417,1415
20230716,901,2294,2265
20230716,911,2204,2133
20230716,918,2224,2350
20230716,7305,1328,1083
20230716,7321,1431,1568
20230716,7334,1488,1650
20230716,7353,1382,1382
20230716,7379,1360,1478
20230717,950,2993,3164
20230717,957,2976,2612
20230717,7323,1884,2096
20230717,7396,1881,1695
20230718,995,3084,3164
20230718,7365,1929,1950
20230718,7396,1813,1869
20230719,972,2984,3240
20230719,987,2912,2700
20230719,999,2889,3374
20230719,7377,1872,2032
20230720,923,2860,2754
20230720,988,2980,3086
20230720,7373,1871,1653
20230721,999,3110,3027
20230721,7339,1886,1939
20230721,7389,1978,1923
20230722,987,2178,2186
20230722,7314,1409,1449
20230722,7315,1395,1639
20230722,7369,1437,1463
20230722,7370,1386,1342
20230722,7398,1367,1342
20230723,941,2186,2426
20230723,7315,1395,1338
20230723,7352,1390,1558
20230723,7376,1401,1346
20230724,945,2950,3117
20230724,959,3032,2976
20230724,967,2980,3395
20230724,968,2965,2997
20230724,7332,1860,2099
20230724,7335,1837,1983
20230724,7368,1901,1990
20230725,926,2947,2938
20230725,979,2964,2399
20230725,7307,1817,1715
20230725,7373,1810,1769
20230726,915,3008,3205
20230726,936,2917,3014
20230726,987,2992,2882
20230726,7306,1946,2247
20230726,7319,1855,1893
20230726,7331,1863,1748
20230726,7389,1810,1796
20230727,931,2949,3148
20230727,953,3055,3667
20230727,968,2961,3272
20230727,7321,1873,1874
20230727,7353,1846,1617
20230728,7309,1844,2083
20230728,7329,1869,2107
20230728,7346,1778,1809
20230728,7350,1856,1980
20230728,7370,1882,1992
20230729,946,2116,2520
20230729,956,2263,2510
20230729,967,2275,2531
20230729,987,2217,2305
20230729,7332,1401,1636
20230729,7395,1400,1364
20230730,7324,1435,1624
20230730,7387,1408,1325
20230730,7398,1398,1582
20230731,901,2984,3356
20230731,918,2967,2732
20230731,922,2986,2990
20230731,997,2993,2952
20230731,7352,1892,1919
20230731,7355,1877,1865
20230731,7389,1912,2307
20230731,7390,1913,1735
20230801,901,2974,3549
20230801,923,2957,3034
20230801,943,2995,3152
20230801,7305,1938,1883
20230802,901,3050,3292
20230802,910,2937,2623
20230802,970,2987,2753
20230802,7304,1873,2124
20230802,7309,1843,2033
20230802,7314,1841,2130
20230802,7342,1868,1911
20230803,954,2939,3129
20230803,7374,1860,1919
20230804,901,2998,3264
20230804,912,2942,2921
20230804,978,3011,2818
20230804,7315,1837,1947
20230804,7362,1832,2070
20230805,928,2274,2665
20230805,7375,1470,1415
20230806,900,2200,2300
20230806,936,2202,2031
20230806,7323,1343,1505
20230806,7357,1411,1426
20230807,7304,1856,1794
20230807,7309,1847,1716
20230809,922,2883,2856
20230809,938,2874,3185
20230809,7318,1880,2012
20230809,7329,1859,1981
20230810,931,3011,2854
20230810,7322,1878,1902
20230810,7338,1802,1663
20230810,7379,1787,1591
20230811,918,3007,3216
20230811,918,2914,2925
20230811,972,2941,2760
20230811,990,2931,3219
20230812,959,2267,2186
20230812,7308,1339,1418
20230812,7340,1386,1494
20230812,7365,1427,1460
20230812,7382,1437,1383
20230812,7388,1427,1530
20230813,912,2258,2466
20230813,7304,1446,1588
20230813,7356,1388,1339
20230813,7397,1363,1359
20230814,946,3019,3127
20230814,978,2981,2973
20230814,7311,1905,2271
20230814,7325,1902,2171
20230814,7327,1873,2049
20230814,7333,1738,2074
20230815,909,2907,3583
20230815,926,2934,2985
20230815,948,2898,2803
20230815,953,3043,3147
20230817,941,2928,2961
20230817,7328,1877,1838
20230817,7361,1871,2000
20230818,962,3044,2851
20230818,7322,1843,1836
20230818,7335,1944,1979
20230819,909,2335,2365
20230819,986,2296,2013
20230819,7358,1387,1238
20230820,970,2227,2104
20230820,7368,1384,1360
20230821,948,3114,3555
20230821,964,2940,2745
20230821,7364,1842,2029
20230822,946,2913,2897
20230822,959,2971,2901
20230822,7363,1868,1879
20230823,976,3013,2591
20230823,993,3013,2897
20230823,7307,1874,1986
20230823,7310,1840,1990
20230824,7326,1837,2086
20230824,7361,1915,2170
20230825,921,2979,2749
20230825,926,2985,2622
20230825,7307,1842,1545
20230825,7308,1838,1916
20230825,7311,1786,1657
20230826,908,2241,2207
20230826,921,2279,2706
20230826,972,2262,2007
20230826,7345,1408,1396
20230827,907,2288,2337
20230827,941,2230,2346
20230827,7318,1450,1366
20230828,923,2833,2643
20230828,938,3063,3306
20230828,948,2953,2966
20230828,7307,1880,2022
20230829,928,2997,2974
20230829,992,2913,2988
20230829,7322,1836,1878
20230829,7374,1843,2005
20230829,7375,1861,1892
20230830,901,2912,3201
20230830,914,3001,3371
20230830,970,2821,2389
20230830,7326,1837,1831
20230830,7345,1881,1651
20230830,7345,1879,2209
20230831,991,2865,2980
20230831,7343,1835,1995
20230831,7366,1806,1767
20230901,967,2991,3094
20230901,988,3013,3288
20230901,7305,1845,1866
20230901,7312,1805,1801
20230901,7341,1880,1992
20230901,7364,1886,1942
20230901,7393,1855,1965
20230903,933,2229,2228
20230903,935,2216,2125
20230903,953,2244,2342
20230903,956,2158,2053
20230903,7318,1334,1350
20230903,7320,1491,1593
20230903,7373,1436,1531
20230904,949,3061,3086
20230904,973,2942,2928
20230904,7336,1855,1611
20230905,900,3014,2751
20230905,935,3040,3131
20230905,937,3007,3107
20230905,958,3013,2655
20230905,7345,1925,1990
20230905,7393,1828,1872
20230906,955,2983,2946
20230906,7341,1876,1809
20230906,7357,1850,1846
20230907,956,2994,3186
20230907,982,2909,3028
20230907,7315,1884,2046
20230907,7319,1872,1837
20230908,7345,1899,1842
20230909,912,2196,2108
20230909,932,2197,2299
20230909,7316,1390,1411
20230909,7385,1474,1643
20230910,998,2207,2539
20230910,7319,1370,1427
20230910,7375,1419,1540
20230911,920,2925,3027
20230911,927,2884,2927
20230911,942,2947,3213
20230911,973,3063,3013
20230911,980,3006,3016
20230911,7342,1855,2021
20230912,953,3067,3123
20230912,7316,1893,1790
20230912,7389,1890,2329
20230912,7398,1888,1911
20230913,904,3013,3119
20230913,921,2924,2768
20230913,921,2952,3057
20230913,968,3014,3367
20230913,7357,1823,1658
20230914,975,3040,3057
20230914,976,2946,3248
20230914,7304,1738,1807
20230915,7311,1900,1859
20230915,7371,1821,1994
20230915,7396,1845,1945
20230916,7395,1414,1588
20230917,7326,1392,1465
20230917,7353,1424,1426
20230917,7365,1434,1414
20230918,935,2976,3279
20230918,7317,1840,1986
20230918,7328,1790,1861
20230918,7388,1933,1896
20230918,7399,1861,2025
20230919,936,2915,3146
20230919,7334,1880,1936
20230919,7386,1840,1946
20230919,7390,1891,1991
20230920,909,2941,3232
20230920,915,2993,3085
20230920,7357,1866,1648
20230920,7395,1828,1787
20230920,7395,1872,1987
20230921,949,2952,2684
20230921,960,2919,3100
20230921,7364,1910,1902
20230921,7377,1891,1993
20230922,926,2983,3071
20230922,963,3070,3282
20230922,974,3024,3169
20230922,7307,1885,1890
20230922,7370,1925,2111
20230922,7391,1855,2161
20230923,982,2238,2269
20230923,987,2197,1968
20230923,992,2242,2336
20230923,7303,1438,1367
20230923,7399,1432,1457
20230923,7399,1358,1286
20230924,927,2218,2514
20230924,949,2297,2375
20230924,992,2268,2125
20230924,995,2232,2290
20230924,7332,1328,1506
20230924,7349,1432,1376
20230925,933,2962,2938
20230925,7332,1918,1896
20230925,7356,1881,2042
20230926,902,2988,3228
20230926,7335,1837,1835
20230926,7363,1839,2004
20230927,986,3060,2715
20230927,7352,1846,1625
20230927,7355,1800,1765
20230928,901,3016,2754
20230928,901,3011,2927
20230928,983,2985,2785
20230928,7371,1758,1831
20230929,922,2950,3248
20230929,956,2948,2646
20230929,7364,1849,1894
20230929,7376,1855,1815
20230930,7352,1383,1459
20231001,982,2208,2262
20231001,992,2240,2386
20231001,7341,1395,1427
20231001,7389,1380,1382
20231002,900,2992,3130
20231002,923,3067,3264
20231002,970,2891,3025
20231002,7306,1886,2192
20231002,7322,1957,2072
20231003,902,2888,3325
20231003,944,2959,2945
20231003,964,2870,3019
20231003,7307,1903,1962
20231003,7331,1833,2019
20231003,7335,1934,2400
20231004,923,3064,3306
20231004,925,3043,3406
20231004,958,2894,3005
20231004,994,2939,2957
20231004,998,3060,3233
20231004,7337,1806,1516
20231004,7398,1826,2030
20231005,7315,1872,2001
20231005,7370,1891,2101
20231006,902,3083,3043
20231006,940,2909,3105
20231006,982,2886,2746
20231006,987,3034,3439
20231006,7347,1902,1865
20231007,979,2122,1680
20231007,7334,1366,1414
20231007,7348,1384,1454
20231007,7366,1333,1215
20231008,7314,1475,1321
20231008,7369,1466,1516
